# 0.000120768, 0.000222867, 0.0439935, 0.00440544, 0.00414823, 0.00477218, 0.00368659, 0.00423518, 0.00387601, 0.00427084, 0.00390074, 0.00384013, 0.00465688, 0.00421295, 0.00383387, 0.00396511, 0.00448309, 0.00451853, 0.00408394, 0.00480444, 0.0042595, 0.00406013, 0.00426787, 0.00420763, 0.00368103, 0.00411337, 0.00478578, 0.00416777, 0.00402559, 0.00412703, 0.00399088, 0.00380165, 0.00458992, 0.00394191, 0.00394253, 0.00359718, 0.00392568, 0.00421804, 0.00450656, 0.00440335, 0.0042981, 0.00421474, 0.00399309, 0.00400354, 0.00387754, 0.00403912, 0.00399448, 0.00412392, 0.00389983, 0.00386398, 0.00370938, 0.00402449, 0.00346684, 0.00383203, 0.00417619, 0.00450286, 0.00417922, 0.00405922, 0.0043243, 0.00455338, 0.00378713, 0.00426034, 0.00429953, 0.00448832, 0.00459876, 0.00535951, 0.00373697, 0.00380452, 0.00402457, 0.0035282, 0.00319751, 0.00329132, 0.00330524, 0.00385341, 0.0034746, 0.00347731, 0.0037598, 0.00402071, 0.00332063, 0.00410309, 0.00405427, 0.00394942, 0.003871, 0.00377359, 0.00357643, 0.00355602, 0.0033589, 0.00339256, 0.00382966, 0.00417537, 0.00356868, 0.00344387, 0.0034934, 0.00346969, 0.00397107, 0.00341939, 0.00341838, 0.00350977, 0.00378135, 0.00331669, 0.0033655, 0.00382636, 0.00364361, 0.00351746, 0.003687, 0.00366962, 0.00368738, 0.0037017, 0.00311664, 0.00365724, 0.00350518, 0.00384062, 0.00316549, 0.0033301, 0.00338859, 0.00349613, 0.00363605, 0.00378407, 0.00419468, 0.00365939, 0.00349662, 0.00340357, 0.00359371, 0.00372045, 0.00346825, 0.00360151, 0.00374261, 0.00398204, 0.00413571, 0.000402773, 1.5821
-5218.18,0.753721,0.379253,4,15,0,5292.82,0.629524,0.422878,0.637072,0.362928,1.73981,0.300061,1.77879,0.297921,1.85224,0.329383,1.76638,0.624437,1.77636,0.80808,1.7177,1.00033,1.48727,1.07589,1.51135,1.28292,1.42283,1.33451,1.1288,1.57975,0.95432,1.59172,0.919794,1.74355,0.782137,1.85116,0.63674,1.8963,0.398041,1.92556,0.141523,1.89757,0.0195019,1.88726,-0.330471,1.84881,-0.302211,1.90986,-0.704747,1.85132,-0.832366,1.61964,-1.0563,1.69615,-1.3005,1.32906,-1.55003,1.31132,-1.61977,1.27484,-1.65883,0.973056,-1.59504,0.888365,-1.67056,0.865251,-1.84334,0.61801,-1.81016,0.414995,-1.91077,0.33419,-1.9664,0.122682,-1.98819,-0.148361,-1.95728,-0.218613,-1.6884,-0.477282,-1.76936,-0.653204,-1.69637,-0.646375,-1.4935,-0.906761,-1.36299,-1.06848,-1.35733,-1.42204,-1.17302,-1.61735,-1.23709,-1.72074,-0.983428,-1.66426,-0.761069,-1.68945,-0.688865,-1.9102,-0.525118,-1.9587,-0.268737,-1.9747,-0.11173,-1.91772,0.106404,-1.94018,0.285624,-1.88908,0.48524,-1.81291,0.742668,-1.83409,1.08165,-1.66009,1.05101,-1.60676,1.2724,-1.40228,1.25872,-1.35738,1.51557,-1.14922,1.56699,-1.16112,1.68978,-0.933544,1.68547,-0.858342,1.85878,-0.591813,1.77907,-0.36022,1.94023,-0.341234,0.539927,0.00342184,0.456652,-0.450873,-1.01355,0.958237,1.04036,-16171.8,-16186.8,-46529.8
-5220.85,0.88491,0.379253,4,15,0,5288.52,0.597625,0.440027,0.59858,0.40142,1.75928,0.215096,1.86554,0.209688,1.95296,0.311618,1.86007,0.824653,1.94773,0.907176,1.67255,0.885114,1.48644,1.12421,1.52415,1.24656,1.39618,1.35491,1.19221,1.48197,0.910871,1.67963,0.898249,1.81943,0.718992,1.78526,0.478133,1.8855,0.311345,1.81379,0.0421694,1.94095,0.0476483,1.91916,-0.418794,1.80513,-0.410364,1.8601,-0.770293,1.77535,-0.764316,1.71014,-0.881555,1.71228,-1.11434,1.44091,-1.44105,1.3154,-1.47481,1.30772,-1.58307,1.27564,-1.71125,0.949813,-1.67652,0.756922,-1.78387,0.703001,-1.74324,0.387584,-1.79438,0.374323,-1.8479,0.254932,-1.89865,-0.123198,-1.86194,-0.195351,-1.8591,-0.502468,-1.78867,-0.706236,-1.65367,-0.774322,-1.52903,-0.969842,-1.59796,-1.08667,-1.52298,-1.3395,-1.32805,-1.3617,-1.17429,-1.33412,-0.917695,-1.57799,-0.774649,-1.87895,-0.586578,-1.74074,-0.396293,-1.74902,-0.202665,-1.92384,-0.0254947,-1.88703,0.0837947,-1.95048,0.386592,-1.97919,0.587885,-1.84307,0.643849,-1.70921,0.989327,-1.65079,1.13545,-1.5354,1.21093,-1.44844,1.31243,-1.34905,1.4497,-1.12196,1.46733,-1.1154,1.76103,-1.01808,1.7402,-0.835442,1.79567,-0.609255,1.85112,-0.478835,2.03709,-0.254709,0.5415,0.00160319,0.456897,-0.513195,-0.912747,0.995996,1.03447,-17309,-17317.9,-43462.9
-5223.43,0.973461,0.379253,4,31,0,5290.36,0.631587,0.424517,0.66232,0.33768,1.74687,0.332703,1.80005,0.211775,1.73788,0.535274,1.82516,0.726632,1.84036,0.792779,1.68072,1.01102,1.54649,1.1361,1.54106,1.13928,1.41016,1.31685,1.1861,1.66089,0.950525,1.62573,0.887289,1.73439,0.779207,1.75208,0.603423,1.84176,0.347204,1.94835,0.1453,1.91915,-0.0625046,1.93393,-0.12519,1.98182,-0.529657,1.87194,-0.594192,1.80455,-0.772809,1.62676,-0.976211,1.57776,-1.16564,1.36215,-1.40106,1.30609,-1.67329,1.35676,-1.64598,1.01257,-1.64431,0.946062,-1.81709,0.840169,-1.84616,0.615853,-1.82292,0.563529,-1.88537,0.422912,-1.92718,0.119161,-1.89395,-0.0945443,-1.76666,-0.305865,-1.81014,-0.35587,-1.69539,-0.629769,-1.66204,-0.757534,-1.37256,-0.899897,-1.49888,-1.17131,-1.38069,-1.36733,-1.13598,-1.51507,-1.05531,-1.60972,-1.0158,-1.6985,-0.548181,-1.61212,-0.599376,-1.8644,-0.44808,-1.9939,-0.163224,-1.90836,-0.229568,-1.97159,0.102991,-1.96023,0.306849,-1.79085,0.431924,-1.84466,0.705455,-1.83275,0.895186,-1.58702,0.987519,-1.66757,1.33071,-1.48815,1.23427,-1.26637,1.41479,-1.34649,1.65549,-1.065,1.54075,-0.921061,1.70884,-0.92425,1.73707,-0.654549,1.84504,-0.329136,1.85862,-0.26419,0.544231,0.000607656,0.455162,-0.412007,-1.08566,1.06153,1.07612,-15925.5,-15937.7,-46414
-5214.1,0.98599,0.379253,4,15,0,5290.31,0.599145,0.437106,0.605896,0.394104,1.70237,0.248924,1.86141,0.17002,1.96813,0.363373,1.8718,0.638408,1.83914,0.905317,1.67612,0.956113,1.49887,1.06778,1.54775,1.27297,1.33389,1.31595,1.18178,1.518,0.969007,1.56477,0.860062,1.81575,0.698224,1.83241,0.51848,1.97338,0.302029,1.84697,0.12087,1.85748,-0.0242617,1.86712,-0.299956,1.78234,-0.53909,1.84838,-0.665221,1.80073,-0.916549,1.80158,-0.978855,1.81774,-1.09214,1.45561,-1.46949,1.26115,-1.56548,1.28138,-1.56953,1.22266,-1.67632,0.887711,-1.63946,0.752014,-1.68494,0.636344,-1.70926,0.341609,-1.86741,0.236382,-1.90461,0.187364,-1.95233,-0.120032,-1.96497,-0.19528,-1.90911,-0.599726,-1.70373,-0.626683,-1.8055,-0.734688,-1.57699,-0.96022,-1.58315,-0.99886,-1.48575,-1.27684,-1.37727,-1.413,-1.23989,-1.46052,-0.99172,-1.64525,-0.822092,-1.77937,-0.683189,-1.81556,-0.453493,-1.88097,-0.179619,-1.95365,-0.133396,-1.87369,0.157604,-1.92698,0.419368,-1.97895,0.600289,-1.89979,0.700664,-1.79471,1.07831,-1.57639,1.16058,-1.60947,1.15485,-1.42633,1.36875,-1.21537,1.39019,-1.19186,1.57519,-1.10507,1.66342,-1.07296,1.89022,-0.81313,1.87449,-0.566405,1.92177,-0.510142,2.02989,-0.344697,0.535854,0.000151609,0.463994,-0.501047,-0.931141,0.860507,0.864146,-17399.9,-17417.9,-43970.7
-5216.5,0.918332,0.379253,4,15,0,5279.84,0.610707,0.426588,0.733982,0.266018,1.72622,0.320369,1.94379,0.25095,1.78824,0.531206,1.87842,0.840173,1.80292,0.840027,1.6087,0.900636,1.49337,0.994843,1.49047,1.08831,1.46036,1.30596,1.14378,1.49103,0.933072,1.649,0.769037,1.84789,0.793278,1.79402,0.511969,1.89184,0.212719,1.83417,0.0659777,1.99184,-0.000415747,1.94163,-0.348117,2.004,-0.534804,1.87472,-0.720451,1.69836,-0.812034,1.79029,-0.942504,1.69453,-1.16821,1.38341,-1.33524,1.34383,-1.57459,1.39851,-1.60012,1.06616,-1.59368,0.908124,-1.66136,0.768951,-1.69089,0.571494,-1.6549,0.430317,-1.88148,0.316103,-1.93717,0.0747209,-1.9398,-0.0988363,-1.76582,-0.229884,-1.79497,-0.392089,-1.72537,-0.691281,-1.64516,-0.701699,-1.54083,-0.960943,-1.53331,-1.09339,-1.45961,-1.30728,-1.19788,-1.45468,-1.19409,-1.59267,-0.991301,-1.62934,-0.751769,-1.80721,-0.666986,-1.86101,-0.272535,-1.95697,-0.188244,-1.93816,-0.196475,-1.96605,0.098711,-1.98452,0.460557,-1.90111,0.569762,-1.84937,0.733431,-1.66971,0.919401,-1.68685,1.13724,-1.56663,1.33592,-1.51617,1.2366,-1.25032,1.46855,-1.15813,1.56051,-1.19357,1.66504,-0.937052,1.80308,-0.794414,1.79824,-0.572419,1.86791,-0.51521,2.20915,-0.230159,0.539125,0.00449089,0.456384,-0.309271,-1.32419,0.939,1.04678,-16867.3,-16880.4,-45934.6
-5220.1,0.948311,0.379253,4,15,0,5288.93,0.619803,0.431184,0.514081,0.485919,1.64965,0.235192,1.68452,0.147575,1.89183,0.242682,1.82506,0.575509,1.85394,0.834912,1.73348,1.07144,1.55094,1.26158,1.52701,1.35754,1.29919,1.4007,1.22031,1.58556,0.943734,1.63032,0.924766,1.69025,0.689818,1.81783,0.568007,1.92484,0.466896,1.8785,0.0817615,1.88739,0.00397059,1.87154,-0.222634,1.8019,-0.470705,1.87829,-0.67359,1.95664,-0.784628,1.62458,-1.00079,1.69457,-1.13041,1.55516,-1.53379,1.25242,-1.63653,1.23899,-1.66586,1.16047,-1.71331,0.937565,-1.74164,0.886096,-1.83876,0.676299,-1.8322,0.453079,-1.74784,0.315871,-1.86473,0.185203,-1.96329,-0.126646,-1.98084,-0.260589,-1.88663,-0.591525,-1.75581,-0.685976,-1.75332,-0.778771,-1.46565,-0.895285,-1.54925,-1.10943,-1.43293,-1.39288,-1.28295,-1.48466,-1.10446,-1.50408,-0.961338,-1.64261,-0.698895,-1.70873,-0.604786,-1.78606,-0.639985,-1.84083,-0.309505,-1.91497,-0.102294,-1.88763,0.142669,-1.93799,0.236538,-1.91109,0.561108,-1.893,0.721096,-1.83562,1.0047,-1.64507,1.02989,-1.65003,1.26086,-1.37362,1.35921,-1.2835,1.47328,-1.26318,1.5999,-1.03084,1.68166,-1.08227,1.77588,-0.940947,1.81882,-0.637577,1.92662,-0.386813,1.70384,-0.349936,0.54599,0.000234752,0.453775,-0.665375,-0.721713,1.10376,1.10939,-16474,-16491.5,-45410.2
-5228.1,0.915369,0.379253,4,15,0,5287.89,0.616901,0.427456,0.703714,0.296286,1.67067,0.326029,1.86272,0.291743,1.75331,0.511498,1.85746,0.877334,1.7578,0.834948,1.56764,0.863401,1.49566,0.92566,1.46876,1.0263,1.40818,1.27595,1.20379,1.44017,1.01509,1.62931,0.892565,1.84917,0.838631,1.80852,0.562511,1.87542,0.209526,1.9004,0.132054,1.97926,0.0171329,1.9664,-0.285311,1.93582,-0.501738,1.83537,-0.642524,1.62759,-0.766103,1.73113,-0.896613,1.67687,-1.16274,1.36179,-1.31797,1.38631,-1.57044,1.39523,-1.55347,1.07215,-1.54915,0.942703,-1.70472,0.797703,-1.81544,0.61933,-1.75473,0.389851,-1.97922,0.351199,-1.98847,0.100685,-1.95532,-0.0702133,-1.75273,-0.254776,-1.79005,-0.41976,-1.7287,-0.707697,-1.6283,-0.747987,-1.55755,-1.00159,-1.54829,-1.13328,-1.47277,-1.30997,-1.21466,-1.46567,-1.18034,-1.57884,-0.999404,-1.64638,-0.734734,-1.78929,-0.662429,-1.85383,-0.226231,-1.97327,-0.115788,-1.91164,-0.140804,-1.95092,0.0921656,-2.00516,0.390793,-1.88364,0.531304,-1.8047,0.713344,-1.67237,0.899271,-1.65157,1.07233,-1.56038,1.27343,-1.5195,1.21095,-1.23321,1.39021,-1.14994,1.47253,-1.19398,1.59415,-0.904906,1.75868,-0.770759,1.81917,-0.575951,1.90914,-0.497801,2.26028,-0.2911,0.532669,0.000391031,0.46694,-0.351384,-1.21643,0.784047,0.793432,-16478,-16496.8,-45564.2
-5227.21,0.990793,0.379253,4,15,0,5289.95,0.616236,0.432091,0.563914,0.436086,1.81441,0.274816,1.78668,0.106578,1.84352,0.302458,1.87855,0.588163,1.96963,0.847004,1.74597,1.04162,1.59291,1.33302,1.5969,1.32676,1.35885,1.48088,1.09409,1.59228,0.88644,1.65648,0.837056,1.8105,0.724827,1.70464,0.522106,1.92314,0.382489,1.90708,0.158555,1.80666,0.0417535,1.87568,-0.250978,1.86687,-0.527134,1.95471,-0.694758,1.93915,-0.805628,1.68812,-1.06418,1.662,-1.20438,1.55397,-1.44007,1.2148,-1.68943,1.24394,-1.71216,1.15421,-1.72421,0.874775,-1.67029,0.836813,-1.84912,0.66523,-1.67818,0.476675,-1.73828,0.379711,-1.82784,0.141984,-2.02107,-0.0861271,-1.8544,-0.240552,-1.90609,-0.54026,-1.81064,-0.615476,-1.67202,-0.738064,-1.43621,-0.847608,-1.55341,-1.00092,-1.48851,-1.3701,-1.22787,-1.48036,-1.18504,-1.4905,-0.834339,-1.61846,-0.721576,-1.74465,-0.652777,-1.79657,-0.634586,-1.8451,-0.331171,-1.93353,-0.0875645,-1.91087,0.0951055,-1.91771,0.32636,-1.91585,0.551869,-1.90455,0.726643,-1.86969,1.0176,-1.73098,1.05376,-1.60837,1.26297,-1.3901,1.34192,-1.3436,1.49592,-1.29547,1.63018,-1.04896,1.77779,-1.03468,1.7251,-0.968294,1.75687,-0.622295,1.89556,-0.38222,1.70359,-0.343436,0.543666,0.000264797,0.456069,-0.572854,-0.829915,1.04799,1.05434,-16689.8,-16702.3,-45491.4
-5214.02,0.987685,0.379253,4,15,0,5284.94,0.611507,0.428245,0.585396,0.414604,1.74193,0.251199,1.79017,0.146875,1.90651,0.418567,1.84335,0.61829,1.91116,0.789701,1.75374,0.979576,1.56655,1.3031,1.56606,1.27026,1.38538,1.41392,1.04748,1.59692,0.919206,1.6984,0.825453,1.80375,0.743359,1.70216,0.558019,1.87859,0.347521,1.94392,0.144983,1.87594,-0.0381284,1.86871,-0.286648,1.85587,-0.563384,1.93078,-0.699075,1.92872,-0.733692,1.67803,-1.03072,1.63813,-1.23028,1.42626,-1.49662,1.26971,-1.63234,1.23909,-1.74983,1.13436,-1.69799,0.860985,-1.69473,0.782773,-1.89556,0.68604,-1.77474,0.457127,-1.79316,0.323085,-1.90322,0.1482,-1.94846,-0.145256,-1.84396,-0.19371,-1.89761,-0.55407,-1.76645,-0.619764,-1.72235,-0.704246,-1.49528,-0.8362,-1.53987,-0.973235,-1.47774,-1.30792,-1.28177,-1.52382,-1.10667,-1.47907,-0.905792,-1.63871,-0.754942,-1.75001,-0.635497,-1.82496,-0.580485,-1.8594,-0.238869,-1.89219,-0.0619125,-1.86823,0.0433832,-1.93523,0.352326,-1.89975,0.53242,-1.89843,0.802406,-1.81354,0.923422,-1.67093,1.08124,-1.60227,1.28512,-1.3651,1.31739,-1.35317,1.46029,-1.22239,1.5775,-1.18817,1.78619,-0.993259,1.71567,-0.954362,1.65482,-0.552549,1.80976,-0.357791,1.70682,-0.298674,0.548984,0.000420061,0.450595,-0.535467,-0.880431,1.17563,1.18571,-16856.7,-16873.9,-45740.7
-5218.13,0.836588,0.379253,4,15,0,5291.35,0.624317,0.429409,0.668165,0.331835,1.66601,0.35718,1.83398,0.272786,1.76772,0.332256,1.85261,0.794236,1.75485,0.870029,1.60488,0.932859,1.52263,0.93605,1.48323,1.1139,1.3713,1.32201,1.31005,1.47238,0.93157,1.6037,0.905007,1.72081,0.737127,1.9177,0.605032,1.89391,0.290953,1.80007,0.0934662,1.94884,0.0400769,1.94931,-0.228095,1.89526,-0.426679,1.80633,-0.67277,1.67562,-0.841627,1.65866,-0.868183,1.6896,-1.05652,1.41241,-1.35064,1.33641,-1.61799,1.36666,-1.49973,1.07286,-1.59267,0.996118,-1.71938,0.86884,-1.63534,0.597882,-1.75428,0.43914,-1.89343,0.360919,-1.94993,0.139742,-2.00573,-0.043206,-1.89608,-0.273804,-1.76756,-0.411173,-1.70409,-0.700019,-1.6698,-0.724553,-1.54461,-0.940314,-1.55135,-1.19792,-1.43573,-1.36895,-1.21217,-1.4255,-1.19699,-1.61922,-1.11393,-1.64811,-0.756179,-1.78748,-0.722286,-1.83478,-0.400992,-1.99784,-0.278383,-1.98125,-0.260355,-1.97399,0.222174,-2.01367,0.378932,-1.8922,0.666629,-1.85578,0.668814,-1.69894,1.02935,-1.65876,1.02623,-1.55938,1.27,-1.54418,1.2622,-1.17976,1.43853,-1.23921,1.5339,-1.05383,1.51324,-1.0276,1.80995,-0.765182,1.90967,-0.647733,1.93739,-0.515148,2.18765,-0.288596,0.532719,0.00132996,0.465951,-0.40322,-1.10312,0.785251,0.81717,-16189.5,-16203.7,-45498.8
-5219.93,0.919391,0.379253,4,15,0,5288.4,0.610501,0.427949,0.585882,0.414118,1.711,0.216844,1.77477,0.155022,1.9029,0.381253,1.8372,0.625605,1.9247,0.773248,1.73125,0.983152,1.55603,1.2662,1.53584,1.282,1.42326,1.34112,1.15754,1.57092,1.01332,1.69917,0.929767,1.76364,0.812485,1.69396,0.538423,1.88223,0.417318,1.93657,0.136906,1.87338,-0.00587527,1.88977,-0.277344,1.84507,-0.547275,1.89909,-0.684152,1.94364,-0.713155,1.72671,-0.981722,1.71987,-1.20199,1.49567,-1.47157,1.29391,-1.63015,1.25684,-1.75618,1.14633,-1.69759,0.838119,-1.69002,0.759723,-1.93061,0.663063,-1.73829,0.454065,-1.83193,0.326953,-1.87972,0.145834,-1.99168,-0.141305,-1.87239,-0.221668,-1.94159,-0.557345,-1.78721,-0.668438,-1.71728,-0.749633,-1.48765,-0.890094,-1.58194,-1.01328,-1.49028,-1.30624,-1.33347,-1.53582,-1.09709,-1.44445,-0.830752,-1.62582,-0.661753,-1.71429,-0.533348,-1.78865,-0.479025,-1.84106,-0.198571,-1.9034,-0.00723951,-1.92178,0.00222754,-1.95792,0.268615,-1.92458,0.39241,-1.87988,0.729815,-1.83455,0.849758,-1.64626,1.10137,-1.67945,1.2971,-1.39252,1.35688,-1.39787,1.4745,-1.20983,1.57529,-1.18218,1.80924,-0.968042,1.67971,-0.94777,1.71417,-0.551214,1.77778,-0.370159,1.76612,-0.306443,0.546482,0.000274063,0.453243,-0.534636,-0.881605,1.11558,1.12216,-16836.3,-16851.2,-46025.2
-5220.96,0.996041,0.379253,4,15,0,5281.15,0.622508,0.430427,0.669382,0.330618,1.66274,0.369379,1.84671,0.28958,1.75335,0.375059,1.86325,0.802151,1.74567,0.86347,1.64121,0.921372,1.52287,0.963138,1.50237,1.0942,1.33496,1.35913,1.23711,1.46223,0.876077,1.55903,0.833196,1.77192,0.715123,1.91096,0.604405,1.90156,0.278895,1.83383,0.0691502,1.94372,-0.0121999,1.95751,-0.263278,1.92872,-0.457335,1.85624,-0.705197,1.69578,-0.876687,1.66654,-0.964355,1.61381,-1.12004,1.38918,-1.37971,1.26307,-1.61147,1.32197,-1.48353,1.02726,-1.59763,0.976219,-1.74519,0.858976,-1.65175,0.603697,-1.81805,0.436503,-1.85653,0.348164,-1.92717,0.120058,-1.89736,-0.0527759,-1.84024,-0.293052,-1.69962,-0.452735,-1.69272,-0.710984,-1.66211,-0.774176,-1.49863,-0.954937,-1.52492,-1.17628,-1.40705,-1.35381,-1.19072,-1.39221,-1.16943,-1.6069,-1.12618,-1.65734,-0.737327,-1.7823,-0.728667,-1.85923,-0.378386,-1.9748,-0.216324,-1.94982,-0.19484,-1.92841,0.259581,-1.9831,0.449564,-1.8907,0.734029,-1.86874,0.728197,-1.73163,1.09064,-1.64191,0.963969,-1.56586,1.2758,-1.55099,1.21432,-1.17302,1.40833,-1.2391,1.56318,-1.04784,1.4891,-1.01048,1.87206,-0.724744,1.86737,-0.628623,2.02092,-0.480538,2.13345,-0.266024,0.535237,0.00315069,0.461613,-0.401401,-1.10679,0.845681,0.921298,-16404.7,-16418.4,-44863.8
-5226.66,0.885007,0.379253,4,15,0,5294.22,0.609648,0.429113,0.568902,0.431098,1.73094,0.202848,1.77714,0.162449,1.86823,0.303431,1.87472,0.666427,1.88132,0.822534,1.77742,1.0038,1.46,1.27911,1.53593,1.29391,1.42441,1.3879,1.16119,1.60101,0.967419,1.71159,0.970759,1.77154,0.726877,1.7045,0.585725,1.85614,0.439835,1.87137,0.0974406,1.92771,0.0718175,1.83861,-0.294514,1.87263,-0.501043,1.8671,-0.634391,1.93367,-0.732997,1.73707,-0.989439,1.74187,-1.18614,1.50398,-1.45472,1.332,-1.60031,1.27529,-1.76624,1.18662,-1.67736,0.888026,-1.67637,0.702401,-1.8608,0.713358,-1.81624,0.445732,-1.77842,0.334619,-1.91988,0.176297,-1.99865,-0.102341,-1.88593,-0.229945,-1.93116,-0.446558,-1.75126,-0.727574,-1.68682,-0.653337,-1.5642,-0.870939,-1.47216,-0.995365,-1.47552,-1.34998,-1.33923,-1.51442,-1.10131,-1.4919,-0.831312,-1.59678,-0.67221,-1.7672,-0.632312,-1.77068,-0.413251,-1.84653,-0.272274,-1.90297,-0.0621982,-1.92769,-0.0466348,-1.92013,0.245213,-1.91413,0.296165,-1.87061,0.701697,-1.77677,0.850996,-1.62206,1.0766,-1.67033,1.25473,-1.36857,1.34748,-1.34501,1.51315,-1.21461,1.52591,-1.19233,1.81694,-1.00188,1.63664,-0.987114,1.7976,-0.581772,1.73104,-0.401187,1.78752,-0.321581,0.545285,0.000902802,0.453812,-0.564046,-0.841421,1.08684,1.1085,-16731.4,-16742.2,-45993
-5222.73,0.967807,0.379253,4,15,0,5286.87,0.619971,0.428987,0.684238,0.315762,1.66054,0.346713,1.82255,0.266605,1.829,0.43671,1.86635,0.755738,1.79958,0.85575,1.60049,0.929196,1.58594,0.967293,1.4841,1.14187,1.32629,1.34793,1.24529,1.51828,0.894424,1.5806,0.766197,1.79354,0.798959,1.90617,0.53402,1.94644,0.286383,1.83808,0.136112,1.91554,-0.0279324,1.98044,-0.2578,1.92557,-0.49028,1.92289,-0.762836,1.73896,-0.878102,1.68699,-0.959489,1.6555,-1.10792,1.42126,-1.39108,1.31755,-1.61412,1.38575,-1.44451,1.06596,-1.60618,0.962736,-1.76663,0.947509,-1.71145,0.566768,-1.77731,0.46823,-1.94792,0.382486,-1.91005,0.111394,-1.92151,-0.0700918,-1.80962,-0.277006,-1.75146,-0.550438,-1.6976,-0.66331,-1.6959,-0.813272,-1.45854,-0.972741,-1.55947,-1.17406,-1.43628,-1.30619,-1.16801,-1.42532,-1.20404,-1.54863,-1.18244,-1.67397,-0.765406,-1.73919,-0.663835,-1.89018,-0.467964,-1.97398,-0.216932,-1.96953,-0.228887,-1.92792,0.251482,-2.02021,0.425614,-1.91082,0.805462,-1.87698,0.737396,-1.81,1.04153,-1.64137,1.02351,-1.57055,1.27359,-1.53336,1.22804,-1.19519,1.41846,-1.22531,1.58637,-1.05701,1.52096,-0.995522,1.8847,-0.725499,1.82893,-0.627811,2.04867,-0.471464,2.17214,-0.291012,0.534355,0.00267119,0.462974,-0.37945,-1.15276,0.824514,0.888622,-16576.5,-16588.6,-45657.5
-5220.38,0.692231,0.379253,4,15,0,5308.21,0.60985,0.431379,0.568067,0.431933,1.7394,0.290399,1.82075,0.178492,1.81699,0.395029,1.85549,0.677113,1.88743,0.806251,1.79713,0.971317,1.51108,1.25951,1.59662,1.26553,1.45913,1.36187,1.14066,1.53241,0.969955,1.7002,0.909545,1.73069,0.676923,1.69997,0.588972,1.84971,0.370658,1.90987,0.0791183,1.8897,0.0981811,1.85906,-0.304991,1.83418,-0.454792,1.82789,-0.616727,1.89315,-0.69259,1.7268,-0.978063,1.70849,-1.17898,1.53083,-1.51228,1.29653,-1.59051,1.28709,-1.83366,1.20655,-1.65533,0.925323,-1.68085,0.734221,-1.88115,0.728619,-1.73995,0.444194,-1.8182,0.321641,-1.89888,0.174736,-2.01157,-0.0993169,-1.86943,-0.244123,-1.92103,-0.457778,-1.74361,-0.702352,-1.70828,-0.67583,-1.49261,-0.824969,-1.52196,-1.01338,-1.4405,-1.33173,-1.33822,-1.46708,-1.10435,-1.49973,-0.790137,-1.58543,-0.667798,-1.77918,-0.592534,-1.75648,-0.444669,-1.84517,-0.201986,-1.89739,0.00377343,-1.93125,0.0570335,-1.93572,0.307564,-1.86168,0.34173,-1.82569,0.710617,-1.70348,0.896991,-1.62119,1.071,-1.62024,1.26567,-1.37859,1.37159,-1.35349,1.45009,-1.24761,1.55263,-1.16579,1.75422,-0.99584,1.64108,-0.959004,1.73231,-0.591547,1.71466,-0.372737,1.75183,-0.330266,0.548515,0.000609289,0.450875,-0.565516,-0.839485,1.16437,1.17899,-16772.4,-16788.8,-45187.6
-5215.15,0.807199,0.379253,4,15,0,5295.79,0.625348,0.429724,0.66673,0.33327,1.68936,0.3448,1.74126,0.242373,1.81993,0.325435,1.83851,0.741149,1.79333,0.846412,1.62264,0.982552,1.55709,1.00686,1.36199,1.17446,1.25951,1.35787,1.20906,1.54554,0.869626,1.55775,0.87641,1.77615,0.810618,1.89467,0.486284,1.93184,0.273144,1.83602,0.119064,1.92757,-0.0787158,1.92362,-0.180845,1.87654,-0.511261,1.8985,-0.709428,1.72263,-0.898555,1.66374,-0.995319,1.63224,-1.18296,1.34781,-1.3812,1.33712,-1.64788,1.37594,-1.40302,1.03238,-1.64198,0.948261,-1.80373,0.929991,-1.74637,0.575156,-1.79525,0.451029,-1.84344,0.410917,-1.91855,0.180998,-1.9202,-0.0518259,-1.85282,-0.225056,-1.75819,-0.47316,-1.75391,-0.603433,-1.68971,-0.736006,-1.55798,-0.94774,-1.59784,-1.16369,-1.49686,-1.34956,-1.17281,-1.48839,-1.14165,-1.61463,-1.11287,-1.76717,-0.723734,-1.77979,-0.69206,-1.85052,-0.45414,-1.9041,-0.244525,-1.92185,-0.268749,-1.95448,0.158481,-2.02152,0.292648,-1.91354,0.677387,-1.87511,0.657593,-1.80237,0.985799,-1.65601,1.0614,-1.60242,1.32191,-1.57477,1.23801,-1.23418,1.46254,-1.18375,1.6051,-1.02142,1.58931,-0.949847,1.88051,-0.728634,1.82905,-0.65457,1.96305,-0.556757,2.08765,-0.326677,0.536306,0.00183504,0.461859,-0.405371,-1.0988,0.871334,0.915375,-16320.3,-16334.6,-45594.5
