# 0.000230754, 1.60991, 0.00014137, 0.0387881, 1.72267, 0.00425597, 0.00346112, 0.00354826, 0.00369468, 0.00340341, 0.00380252, 0.00334203, 0.00349716, 0.00426043, 0.0036253, 0.0033846, 0.00332532, 0.00397693, 0.00329557, 0.00366573, 0.00347255, 0.00387546, 0.00356337, 0.00334546, 0.00343414, 0.00313832, 0.00390178, 0.00368491, 0.0034895, 0.00354864, 0.00347609, 0.00360616, 0.00347929, 0.00358349, 0.003694, 0.00398657, 0.00328881, 0.00355835, 0.00382173, 0.00397323, 0.00381965, 0.00351529, 0.00403851, 0.00390038, 0.00335546, 0.00371755, 0.00396824, 0.00364038, 0.00337465, 0.00367305, 0.00352301, 0.00372767, 0.00370352, 0.00360529, 0.00339953, 0.0036789, 0.0039311, 0.00335923, 0.00342246, 0.00370741, 0.00359699, 0.003949, 0.00368309, 0.00355211, 0.00348971, 0.00384977, 0.00408973, 0.00430777, 0.302772, 0.33175, 0.361037, 0.386079, 0.420207, 0.450112, 0.476048, 0.500224, 0.529798, 0.544381, 0.561238, 0.585022, 0.60007, 0.634443, 0.668305, 0.687075, 0.713891, 0.738074, 0.756039, 0.783228, 0.80029, 0.833754, 0.845371, 0.865331, 0.891801, 0.906728, 0.936304, 0.946609, 0.972659, 0.981535, 1.00418, 1.02745, 1.04621, 1.07233, 1.09521, 1.11868, 1.13971, 1.16171, 1.17398, 1.20672, 1.23173, 1.26475, 1.27899, 1.30189, 1.3481, 1.38414, 1.40159, 1.41752, 1.43065, 1.44478, 1.46391, 1.49713, 1.53241, 1.55517, 1.57154, 1.59389, 1.61823, 1.64121, 1.6581, 1.70593, 1.73921, 1.76222, 1.78781, 0.00482865, 0.00406189, 0.00441117, 0.00367978, 0.00357737, 0.00401452, 0.00408462, 0.00382281, 0.00455702, 0.00409429, 0.00427785, 0.00381821, 0.00395019, 0.00406571, 0.00411346, 0.00359643, 0.00406318, 0.0038535, 0.00421882, 0.00383311, 0.004035, 0.00436612, 0.00379999, 0.00390367, 0.00438141, 0.00401526, 0.00388364, 0.00451636, 0.00387657, 0.0044966, 0.00407562, 0.0038993, 0.00388468, 0.00447903, 0.00443108, 0.00457518, 0.00426552, 0.00426258, 0.00433373, 0.00405736, 0.00423163, 0.00432051, 0.00396094, 0.00430296, 0.00422509, 0.00383122, 0.00406599, 0.00380066, 0.00436272, 0.00467338, 0.00430496, 0.00447776, 0.00423218, 0.00436303, 0.00411381, 0.00445079, 0.00432439, 0.00435655, 0.00419219, 0.0042437, 0.00403074, 0.00422122, 0.00483151, 0.000808596, 1.64699, 0.976956
-5222.65,0.969041,0.0443276,6,127,0,5321.27,0.42674,1.11128,0.621095,0.380207,0.00185671,0.617936,0.155762,0.464615,1.99115,0.185889,0.623197,1.85231,0.382755,0.495127,1.76724,0.764151,0.404702,1.85473,0.861607,0.335472,1.88845,0.961572,0.261797,1.62398,1.06416,0.199614,1.51431,1.1646,0.267955,1.40691,1.36714,0.442608,1.27447,1.54372,0.240238,1.13544,1.57183,0.368296,1.00286,1.79501,0.189295,0.770229,1.86018,0.395486,0.78126,1.81612,0.518898,0.587508,1.88567,0.551259,0.277145,1.9359,0.412104,0.193728,1.83679,0.453635,-0.0565385,1.76782,0.462651,-0.217216,1.80889,0.517184,-0.483356,1.85348,0.293747,-0.603538,1.58929,0.165571,-0.834783,1.76245,0.042917,-0.925055,1.32152,0.0499732,-1.12337,1.34744,0.0235859,-1.43107,1.23078,-0.20474,-1.56897,1.03937,-0.0562814,-1.66449,0.794323,0.0947662,-1.56595,0.805172,0.219774,-1.68673,0.672051,0.448219,-1.81969,0.591901,0.367734,-1.85612,0.340101,0.0785266,-1.83772,0.15931,0.222187,-1.96606,-0.064568,0.418248,-2.09989,-0.121954,0.258273,-1.82658,-0.46914,0.32969,-1.86427,-0.805716,0.19016,-1.7622,-0.638097,0.182147,-1.72752,-0.953505,0.228218,-1.49804,-1.16107,0.316815,-1.46702,-1.28842,0.216224,-1.3404,-1.43287,0.19761,-1.25931,-1.52068,0.243815,-1.18359,-1.77657,0.18258,-1.03349,-1.78332,0.328892,-0.746886,-1.84223,0.344804,-0.619335,-1.9374,0.334884,-0.429757,-2.02473,0.289591,-0.176802,-2.03999,0.189435,-0.0573957,-1.99155,0.0469651,0.0737395,-1.86731,-0.131927,0.444941,-1.78907,-0.1801,0.612255,-1.81309,-0.156541,0.69418,-1.67919,-0.0848969,0.950635,-1.62294,-0.0722126,1.023,-1.46673,-0.200794,1.16952,-1.29772,-0.0828093,1.35003,-1.21548,-0.0205122,1.40816,-1.05124,-0.114623,1.56811,-0.994351,-0.121764,1.71801,-0.905698,0.11133,1.74214,-0.61181,0.137956,1.69706,-0.499945,0.363976,1.89417,-0.194221,0.128495,1.94511,0.501368,0.0216718,0.076951,0.400009,-0.96704,-6.28895,-0.48137,0.0328424,0.552965,2.39979,-11889.7,-46009.3,-11959.3,-16462.4
-5242.26,0.835411,0.0443276,7,127,0,5334.97,0.432911,0.751489,0.622341,0.356847,0.000310587,0.642842,0.0811544,0.154188,1.79597,0.164516,0.214716,1.80285,0.350931,0.0401606,1.78304,0.728356,0.147608,1.82672,0.88588,0.301003,2.01069,1.0081,0.172079,1.7447,1.11422,0.0357245,1.53179,1.19933,0.0551832,1.56376,1.3732,0.146286,1.46567,1.56243,0.13692,1.21274,1.65909,0.325395,0.89738,1.66909,0.169916,0.825545,1.75064,0.312311,0.670163,2.03096,0.0825611,0.510231,1.80383,-0.16305,0.2878,1.83222,0.1595,-0.0645868,1.87879,0.356962,0.075492,1.84039,0.364648,-0.253986,1.90227,0.278103,-0.491476,1.76698,0.422252,-0.7237,1.70754,0.360968,-0.82944,1.501,0.514757,-1.01317,1.43122,0.626927,-1.2373,1.2482,0.487074,-1.46138,1.38966,0.610587,-1.67815,1.0704,0.584232,-1.51968,0.968767,0.595795,-1.65104,0.712167,0.619988,-1.74988,0.565491,0.419339,-1.77417,0.405795,0.489643,-1.80095,0.379057,0.49815,-2.01314,0.110911,0.268351,-1.98234,-0.041395,-0.111223,-1.85997,-0.245149,-0.273075,-1.86021,-0.576052,-0.389852,-1.88463,-0.657884,-0.175858,-1.89711,-0.704645,-0.236234,-1.71948,-0.876883,-0.0526604,-1.49359,-0.977305,-0.100346,-1.45788,-1.31413,-0.0948651,-1.37935,-1.44783,-0.0848491,-1.11004,-1.55205,-0.0955342,-1.09285,-1.62425,-0.0968082,-0.888903,-1.77544,0.0270191,-0.558007,-1.84198,-0.0501911,-0.597155,-1.98712,-0.0677483,-0.367315,-1.89969,-0.151743,-0.259906,-1.91696,-0.169181,-0.092588,-1.95425,-0.226912,0.274909,-1.85552,-0.218797,0.482169,-1.93156,-0.300309,0.616649,-1.7162,-0.572334,0.639506,-1.53269,-0.679257,0.951093,-1.6146,-0.540186,1.02425,-1.46929,-0.562764,1.46353,-1.31436,-0.504102,1.31953,-1.20794,-0.700988,1.52458,-1.2364,-0.850919,1.5292,-1.01962,-0.785468,1.68544,-0.798197,-0.553623,1.74217,-0.562636,-0.523123,1.75933,-0.330796,-0.187639,1.81641,-0.478124,-0.141426,2.00439,0.506092,0.00124011,0.0672013,0.425466,-1.03045,-8.07705,-0.441856,0.14622,0.175982,1.78881,-16672,-44614,-16777.7,-16732.9
-5231.36,0.934433,0.0443276,7,127,0,5341.89,0.430366,3.33675,0.608225,0.385023,0.00218679,0.61279,0.16528,1.15061,1.88832,0.2645,1.04556,1.89645,0.375808,0.802094,1.92347,0.713024,0.938349,1.90282,0.813948,0.935985,1.67716,0.955973,0.93233,1.58935,1.0969,0.617236,1.56664,1.26997,0.671265,1.45374,1.26894,0.694096,1.30153,1.5694,0.726194,1.17398,1.60548,0.688937,0.953061,1.88092,0.673269,0.935721,1.85291,0.483613,0.84678,1.7409,0.357175,0.599178,1.97596,0.380339,0.425708,1.97553,0.396064,0.260047,1.91106,0.654883,-0.0816536,1.97541,0.658582,-0.212598,1.82724,0.597285,-0.535651,1.87029,0.793557,-0.650434,1.70125,0.767756,-0.739473,1.81925,0.722362,-0.882003,1.45121,0.742031,-1.10731,1.38527,0.603058,-1.38879,1.22236,0.451836,-1.54442,1.13982,0.463971,-1.70304,0.875239,0.547907,-1.66798,0.911414,0.427419,-1.65823,0.701452,0.213237,-1.78741,0.487561,0.333731,-1.75793,0.343768,0.640117,-1.68203,0.179997,0.636346,-1.86144,-0.142524,0.445789,-2.07697,-0.255986,0.252417,-1.84036,-0.406587,0.554749,-1.76419,-0.676736,0.570225,-1.62282,-0.77283,0.511993,-1.5983,-0.97189,0.684502,-1.55814,-1.15218,0.673392,-1.58562,-1.41333,0.74083,-1.52695,-1.45436,0.687319,-1.35533,-1.55577,0.707044,-1.23039,-1.66561,0.854054,-1.06907,-1.73196,0.824871,-0.818512,-1.81374,1.01254,-0.679062,-1.8655,0.955142,-0.452454,-1.91717,0.971675,-0.208979,-1.96821,1.07664,-0.13638,-1.97134,1.24491,-0.0392857,-1.94393,1.21233,0.179771,-1.80379,1.19272,0.475956,-1.78915,1.25907,0.798721,-1.72544,1.17103,0.968935,-1.63883,1.10472,1.00917,-1.40524,1.13437,1.12631,-1.22789,0.963096,1.23792,-1.20033,0.846148,1.41349,-1.0271,0.555608,1.57829,-0.976995,0.447444,1.64428,-0.907078,0.206898,1.77933,-0.661033,0.213104,1.88627,-0.531887,0.0749374,1.92129,-0.138698,0.0992374,1.96633,0.506641,0.0356661,0.0450809,0.412612,-0.954453,-6.12532,-0.489732,0.159379,1.01537,2.09731,-14091.2,-45732.2,-14164.6,-16637.3
-5219.04,0.64996,0.0443276,7,127,0,5322.93,0.42624,0.40145,0.622364,0.326746,0.00367534,0.669579,0.178445,0.727635,1.89856,0.181376,0.780956,1.83448,0.37544,0.72266,1.79501,0.725325,0.935973,1.81872,0.856402,1.20358,1.97087,0.963929,1.18217,1.7465,1.10245,1.24983,1.47306,1.16048,1.14666,1.55292,1.4576,1.01779,1.44809,1.51028,0.920288,1.19871,1.69671,0.875489,0.901207,1.68705,0.831043,0.801428,1.75817,0.898472,0.645054,2.05224,0.761216,0.530403,1.79785,0.654471,0.265264,1.89561,0.737479,-0.0432525,1.9146,0.837072,0.0829299,1.7553,0.712229,-0.347306,1.88695,0.734027,-0.484867,1.73141,0.74017,-0.708321,1.69296,0.761484,-0.834854,1.56727,0.72354,-1.01853,1.46437,0.820879,-1.14604,1.24805,0.834135,-1.4699,1.39682,0.79105,-1.71616,1.06996,0.740182,-1.60592,0.976877,0.735109,-1.66285,0.722876,0.920477,-1.78391,0.605148,1.02741,-1.78274,0.426022,0.935035,-1.76065,0.354203,1.08257,-1.99222,0.0828922,1.06886,-1.95845,-0.0868022,1.10803,-1.85353,-0.256274,1.0917,-1.87155,-0.576932,1.19918,-1.87631,-0.666446,1.07138,-1.81189,-0.683808,1.07865,-1.73666,-0.849329,0.916313,-1.45929,-1.05573,0.792442,-1.52699,-1.26534,1.00154,-1.44154,-1.45557,0.789388,-1.20021,-1.49835,0.702343,-1.10535,-1.61343,0.96252,-0.890341,-1.76338,1.05682,-0.601511,-1.8022,1.168,-0.594405,-1.94301,1.09189,-0.443481,-1.94983,0.99866,-0.249122,-1.89685,1.17253,-0.145477,-1.96279,1.37752,0.261382,-1.83642,1.52738,0.494856,-1.92037,1.58331,0.641014,-1.74698,1.42254,0.620315,-1.54178,1.56231,0.887095,-1.5297,1.61197,1.04607,-1.47956,1.53672,1.37601,-1.29072,1.75952,1.31853,-1.21813,1.812,1.45411,-1.21646,1.91364,1.53951,-1.0349,1.91298,1.71974,-0.79912,2.0104,1.7868,-0.514355,1.85254,1.73575,-0.246535,1.90868,1.82364,-0.374721,1.61859,1.92825,0.509371,0.0272861,0.0431045,0.420239,-1.11857,-5.60611,-0.401106,0.224902,0.879768,1.91428,-16612.3,-45610.9,-66940,-16682
-5222.23,0.671567,0.0443276,7,127,0,5310.96,0.434498,2.84384,0.60065,0.412756,0.0176141,0.56963,0.162733,1.26667,1.88563,0.240444,1.05446,1.78724,0.386253,1.09211,1.8911,0.655695,1.1094,1.9546,0.785542,0.927214,1.82134,0.995017,0.984829,1.66954,1.10247,1.18503,1.55784,1.2242,1.02021,1.44993,1.37045,1.01695,1.27639,1.6748,1.06796,1.0976,1.59718,0.791309,0.900288,1.79388,0.819435,0.924303,1.83483,0.914144,0.789687,1.73968,1.06759,0.532533,1.93582,1.17715,0.378926,1.9203,1.40062,0.180984,1.88289,1.56529,-0.116286,1.97165,1.61727,-0.219246,1.82273,1.56522,-0.49771,1.85497,1.41351,-0.631939,1.59522,1.31014,-0.701827,1.72533,1.30766,-0.928743,1.42668,1.11541,-1.07713,1.3128,1.02932,-1.41514,1.22348,1.04022,-1.60616,1.07628,1.04928,-1.74122,0.803835,1.12206,-1.69315,0.869171,1.13833,-1.68344,0.60901,1.15421,-1.8222,0.400266,1.24585,-1.83988,0.380118,1.06334,-1.78184,0.24823,1.18296,-1.85447,-0.0464883,1.27416,-2.06915,-0.209506,1.11995,-1.80446,-0.400889,1.28772,-1.7505,-0.691512,1.11311,-1.68086,-0.678565,1.12979,-1.62467,-0.894803,1.18307,-1.46734,-1.06309,1.09304,-1.49435,-1.31098,1.00631,-1.42135,-1.39039,0.884649,-1.29051,-1.44845,0.817547,-1.18075,-1.6098,0.824073,-1.02725,-1.71486,0.637685,-0.757151,-1.83532,0.732085,-0.635908,-1.93444,0.631463,-0.459246,-1.93922,0.556525,-0.180065,-1.94783,0.619379,-0.0145708,-1.96663,0.442149,0.0982664,-2.00102,0.27979,0.338108,-1.78286,0.187516,0.578477,-1.6983,0.2399,0.82665,-1.67394,-0.0225176,1.03061,-1.67046,-0.0848792,1.13641,-1.43188,-0.0296084,1.23656,-1.2604,-0.202683,1.34667,-1.184,0.118115,1.47026,-1.03562,-0.193688,1.57061,-0.953913,-0.441482,1.57128,-0.834026,-0.362097,1.74993,-0.658416,-0.343877,1.83304,-0.646023,-0.534916,1.85653,-0.248991,-0.182101,1.99556,0.504978,0.0493413,0.0240931,0.421588,-0.8849,-4.03905,-0.562768,0.119465,1.30366,1.88189,-13577.9,-44596.7,-13650,-17231.4
-5212.73,0.924229,0.0443276,7,127,0,5316.24,0.436549,7.57708,0.63161,0.372272,0.014757,0.612971,0.138892,0.787472,1.85245,0.205613,0.787807,1.86784,0.430486,0.699688,1.84397,0.779339,0.510668,1.80479,0.835661,0.703519,1.82448,0.981958,0.637405,1.68076,1.07161,0.607823,1.57421,1.19186,0.559309,1.59961,1.3159,0.653066,1.46453,1.57648,0.635348,1.23178,1.62513,0.744872,1.05875,1.7531,0.767254,0.846855,1.91906,0.711175,0.730863,1.9636,0.707813,0.583231,1.8823,0.404439,0.299337,1.8625,0.583587,0.0903146,1.88243,0.670398,0.00222549,1.82572,0.779368,-0.267322,1.94488,0.721085,-0.570559,1.82406,0.890375,-0.808768,1.62999,0.812502,-0.872897,1.75323,0.702968,-0.983341,1.44746,0.819032,-1.16739,1.36473,0.705784,-1.47117,1.38201,0.408147,-1.55375,1.11624,0.557634,-1.61599,0.914647,0.465523,-1.59481,0.794382,0.682351,-1.60076,0.581743,0.501304,-1.71483,0.396828,0.601242,-1.85188,0.259553,0.691618,-1.84474,0.0505564,0.910475,-1.87362,-0.195687,0.936925,-1.9458,-0.252689,0.899112,-1.85947,-0.408767,0.785741,-1.87229,-0.73751,0.94998,-1.86881,-0.891823,0.954406,-1.73527,-0.931845,1.11945,-1.61025,-0.979774,1.06302,-1.62715,-1.38544,1.33722,-1.40909,-1.43017,1.28295,-1.23056,-1.55074,1.39223,-1.14381,-1.72684,1.55811,-0.949272,-1.72467,1.59781,-0.642812,-1.8214,1.75479,-0.539181,-1.92641,1.79186,-0.471326,-1.85971,1.81217,-0.256395,-1.95485,1.88062,-0.151254,-1.90867,1.81828,0.0663798,-1.88897,2.07914,0.274466,-1.81789,2.0641,0.569155,-1.77116,2.12208,0.701013,-1.66778,2.14794,0.894954,-1.62829,1.93917,0.994507,-1.47685,1.93673,1.17193,-1.29516,1.92036,1.2727,-1.33945,1.926,1.51529,-1.11409,2.05277,1.54866,-0.976552,2.21371,1.6695,-0.940683,1.93194,1.80419,-0.529794,1.84269,1.7797,-0.402681,1.73837,1.82808,-0.245387,1.93815,2.07498,0.498823,0.0395507,0.0256417,0.435985,-0.988129,-4.21604,-0.489438,-0.0282525,0.920963,1.53636,-16048.5,-44076.4,-18770.7,-16121.4
-5215.25,0.924012,0.0443276,7,127,0,5306.99,0.420885,0.231799,0.594264,0.357179,0.0112694,0.631551,0.245492,0.222322,1.84256,0.177861,0.141647,1.82843,0.348766,0.0966731,1.83968,0.6355,-0.0124332,1.90377,0.825999,-0.192396,1.81573,0.976519,-0.300468,1.70068,1.15623,-0.257325,1.49266,1.22651,-0.259878,1.41285,1.36771,-0.221004,1.28944,1.48851,-0.327832,1.19833,1.65856,-0.166751,0.81977,1.79454,-0.133589,0.881034,1.65618,0.0524943,0.802201,1.82137,0.0684972,0.581581,1.86892,0.065374,0.324144,1.94404,0.25369,0.132486,1.94941,0.241325,-0.0204778,1.93496,0.228157,-0.294184,1.80424,0.046151,-0.406787,1.82994,0.283215,-0.553954,1.72896,0.298967,-0.785381,1.65265,0.221986,-0.935744,1.43943,0.332546,-1.18419,1.26123,0.438281,-1.40171,1.20765,0.195269,-1.64845,1.11499,0.358687,-1.66259,0.936596,0.350806,-1.66956,0.823447,0.573767,-1.82429,0.652033,0.336995,-1.81528,0.566754,0.400139,-1.69308,0.379524,0.468775,-1.85181,0.247801,0.485949,-1.90263,0.0179616,0.71111,-1.97621,-0.232072,0.620685,-1.87972,-0.555461,0.422486,-1.74336,-0.629082,0.221685,-1.58763,-0.559916,0.0469957,-1.64255,-0.935406,0.286672,-1.3476,-1.15163,0.161979,-1.45641,-1.33671,0.346021,-1.50062,-1.44854,0.337739,-1.2219,-1.52717,0.48682,-1.15839,-1.62706,0.544508,-1.01116,-1.76356,0.359135,-0.797014,-1.83962,0.49005,-0.722141,-1.89965,0.645317,-0.413742,-2.02772,0.616825,-0.132592,-1.88381,0.640938,-0.139948,-2.02414,0.685716,0.219634,-1.90534,0.599629,0.380648,-1.90752,0.666824,0.535696,-1.76641,0.691462,0.775071,-1.63015,0.547382,0.99905,-1.54591,0.522906,1.11459,-1.49774,0.32622,1.4116,-1.18512,0.439259,1.3006,-1.16971,0.514677,1.41209,-1.08318,0.559928,1.575,-1.04465,0.31865,1.64959,-0.775924,0.302875,1.76466,-0.682552,0.261995,1.81805,-0.456187,0.152112,1.95273,-0.346945,-0.038533,1.86963,0.502861,0.00995629,0.0670415,0.420141,-1.02952,-4.48566,-0.459576,0.06867,0.307621,1.91662,-17411,-47494.8,-153608,-17487
-5231.64,0.863662,0.0443276,7,127,0,5305.44,0.430701,6.59892,0.629141,0.415091,0.0055929,0.579316,0.103198,0.391084,1.98373,0.214753,0.32546,1.84803,0.42634,0.508229,1.76804,0.810036,0.365516,1.88487,0.881136,0.258348,1.80694,0.951624,0.249548,1.70187,1.04802,0.27324,1.60392,1.21609,0.220561,1.60141,1.37683,0.397015,1.45965,1.55323,0.11652,1.28355,1.62876,0.194973,0.978778,1.76587,0.0502254,0.867466,1.85618,0.016495,0.688829,1.98445,0.0254179,0.559218,1.842,0.0402708,0.365323,1.87716,0.134352,0.055926,1.85063,0.0267412,0.0462858,1.9035,-0.163841,-0.253553,1.9355,-0.18563,-0.567037,1.74295,-0.14018,-0.79813,1.69686,-0.00528357,-0.822258,1.66811,0.0805345,-0.982466,1.4843,-0.033545,-1.23837,1.40575,-0.0878095,-1.38419,1.29343,-0.30927,-1.55483,1.11453,-0.168052,-1.61256,0.859991,-0.547222,-1.6117,0.852714,-0.448786,-1.70385,0.579505,-0.348489,-1.70128,0.422749,-0.360554,-1.86044,0.221123,-0.389672,-1.83838,0.04739,-0.299813,-1.88853,-0.191849,0.032883,-1.95941,-0.188214,0.265094,-1.82141,-0.459052,0.415111,-1.96875,-0.737561,0.930002,-1.79705,-0.933484,0.795901,-1.74984,-0.83092,0.945381,-1.68361,-1.13417,0.780073,-1.62294,-1.28376,1.09197,-1.41418,-1.42749,1.10697,-1.24414,-1.68178,1.18939,-1.14677,-1.61636,1.28328,-0.968995,-1.73938,1.38174,-0.601323,-1.8064,1.27567,-0.57218,-1.89779,1.23573,-0.420255,-1.87504,1.14867,-0.287979,-1.90992,1.25589,-0.190893,-1.97257,1.08539,0.00484112,-1.82887,1.04259,0.256106,-1.83334,1.2378,0.621167,-1.70179,1.08785,0.760747,-1.69211,1.06864,0.842149,-1.60552,1.32855,0.960259,-1.496,1.32059,1.12006,-1.35833,1.39959,1.30988,-1.29873,1.45333,1.46984,-1.05531,1.47005,1.48671,-0.995996,1.39438,1.63076,-0.909287,1.41292,1.83486,-0.58093,1.35571,1.80361,-0.479213,1.62747,1.87134,-0.222203,1.76953,2.0631,0.503676,0.0146854,0.0586078,0.423031,-0.879257,-5.18626,-0.545908,0.0882289,0.440678,1.84726,-16132.8,-45046.5,-17898.5,-16198.7
-5224.57,0.936114,0.0443276,7,127,0,5344.19,0.428147,2.62453,0.601401,0.320046,0.0115264,0.668428,0.209576,0.151498,1.73214,0.194193,0.172729,1.82646,0.311404,0.11342,1.89955,0.65854,0.105849,1.8466,0.809646,0.198907,1.86851,0.996497,0.172699,1.69625,1.15653,0.0693303,1.49023,1.21649,-0.076229,1.47646,1.27102,0.0349098,1.29747,1.50404,0.0281001,1.17399,1.60747,0.232027,0.869603,1.72547,0.234486,0.919463,1.74529,0.328423,0.806101,1.82226,0.240091,0.603273,1.93899,0.356414,0.317171,1.96123,0.801971,0.163356,2.01358,0.917283,-0.0292606,1.85009,0.827707,-0.30168,1.81906,0.916879,-0.426076,1.86821,0.992393,-0.588493,1.69497,1.20576,-0.801298,1.67569,1.37055,-0.947303,1.42393,1.24327,-1.09418,1.2686,1.31964,-1.44203,1.3528,1.42955,-1.70119,1.15002,1.29673,-1.62098,0.979989,1.2647,-1.64124,0.75824,1.08902,-1.74621,0.662114,0.997129,-1.8514,0.439604,0.703152,-1.70065,0.449572,0.450101,-1.85312,0.238061,0.418297,-1.90504,-0.0128553,0.356686,-1.964,-0.288191,0.546837,-1.82939,-0.511544,0.494011,-1.70772,-0.651981,0.646901,-1.62643,-0.558839,0.658185,-1.62337,-0.998657,0.726113,-1.33556,-1.07983,0.548661,-1.45636,-1.38477,0.638006,-1.5048,-1.52161,0.652365,-1.25376,-1.41135,0.61064,-1.2071,-1.67609,0.778133,-0.998724,-1.78601,0.871209,-0.821729,-1.82443,0.682901,-0.711563,-1.91982,0.63526,-0.435722,-1.96737,0.303261,-0.137105,-1.92634,0.105432,-0.0851935,-1.96582,-0.0522376,0.261163,-1.96402,-0.198938,0.406734,-1.88941,-0.335131,0.469319,-1.87411,-0.62349,0.64879,-1.61435,-0.7645,1.05908,-1.60979,-0.855038,1.11121,-1.45253,-0.858188,1.41645,-1.16606,-0.752087,1.23279,-1.1363,-0.684785,1.44979,-1.16322,-0.44426,1.61313,-1.00508,-0.37898,1.66082,-0.772483,-0.426987,1.69854,-0.618899,-0.257894,1.83201,-0.41892,-0.082413,1.82753,-0.363053,-0.0197721,1.93301,0.501504,0.00982756,0.0740067,0.414662,-1.13929,-4.46312,-0.402827,0.0360898,0.271951,2.04811,-13221.9,-46177.2,-13282.3,-17135.9
-5235.56,0.620798,0.0443276,7,127,0,5339.34,0.429982,8.9692,0.626637,0.41055,0.000228924,0.589221,0.107756,0.815414,1.96044,0.212886,0.948806,1.82931,0.455554,1.04484,1.7649,0.775417,0.92728,1.91612,0.846894,0.695361,1.82813,0.959365,0.986942,1.7065,1.06577,1.15209,1.58262,1.20226,1.22838,1.54078,1.45004,0.977188,1.41715,1.55304,0.796493,1.21068,1.69773,0.530643,0.955097,1.82971,0.373101,0.803997,1.88742,0.34005,0.687025,1.95972,-0.0624338,0.544767,1.82877,-0.088213,0.349416,1.86698,0.0848955,0.0467225,1.85524,0.0813268,0.0393725,1.93435,0.302196,-0.252022,1.94469,0.306239,-0.574492,1.758,0.32302,-0.784705,1.7006,0.304119,-0.7973,1.65506,0.342614,-0.989856,1.48049,0.0926959,-1.22394,1.32694,-0.221952,-1.43528,1.22868,-0.104923,-1.54353,1.00501,-0.313642,-1.63964,0.832368,-0.294816,-1.63628,0.793755,-0.216437,-1.67232,0.617953,-0.121371,-1.70217,0.406557,-0.116132,-1.82632,0.26468,-0.444135,-1.83741,0.0300876,-0.673892,-1.9273,-0.176374,-0.425606,-1.96553,-0.218773,-0.348638,-1.90685,-0.446795,-0.220334,-1.92377,-0.7544,-0.0492676,-1.86496,-0.893695,-0.196305,-1.7569,-0.825405,0.0808085,-1.63195,-1.10707,0.128154,-1.62869,-1.26796,0.241757,-1.3924,-1.44289,0.358019,-1.19236,-1.64267,0.121098,-1.1218,-1.63038,0.0105459,-0.943705,-1.71712,-0.151449,-0.656238,-1.803,-0.186965,-0.567534,-1.9138,-0.412182,-0.494735,-1.8864,-0.302559,-0.339498,-1.95116,-0.211683,-0.208227,-1.94418,-0.0314896,-0.0211729,-1.82948,0.00130008,0.218934,-1.7881,0.108481,0.646915,-1.68147,0.290086,0.737995,-1.65922,0.185604,0.839191,-1.59785,0.237873,1.00059,-1.45303,0.678001,1.14236,-1.35364,0.591367,1.3519,-1.30157,0.570686,1.4864,-1.07746,0.534256,1.50861,-0.97121,0.376435,1.69153,-0.953842,0.433392,1.81385,-0.57695,0.409353,1.79001,-0.441489,0.463341,1.96751,-0.237181,0.665622,1.99557,0.509809,0.0213324,0.0449854,0.423873,-0.890256,-8.38212,-0.528955,0.235411,0.747388,1.82704,-16260.4,-44876.4,-19685.4,-16322.8
