# 0.000230754, 1.60991, 0.00014137, 0.0387881, 1.72267, 0.00425597, 0.00346112, 0.00354826, 0.00369468, 0.00340341, 0.00380252, 0.00334203, 0.00349716, 0.00426043, 0.0036253, 0.0033846, 0.00332532, 0.00397693, 0.00329557, 0.00366573, 0.00347255, 0.00387546, 0.00356337, 0.00334546, 0.00343414, 0.00313832, 0.00390178, 0.00368491, 0.0034895, 0.00354864, 0.00347609, 0.00360616, 0.00347929, 0.00358349, 0.003694, 0.00398657, 0.00328881, 0.00355835, 0.00382173, 0.00397323, 0.00381965, 0.00351529, 0.00403851, 0.00390038, 0.00335546, 0.00371755, 0.00396824, 0.00364038, 0.00337465, 0.00367305, 0.00352301, 0.00372767, 0.00370352, 0.00360529, 0.00339953, 0.0036789, 0.0039311, 0.00335923, 0.00342246, 0.00370741, 0.00359699, 0.003949, 0.00368309, 0.00355211, 0.00348971, 0.00384977, 0.00408973, 0.00430777, 0.302772, 0.33175, 0.361037, 0.386079, 0.420207, 0.450112, 0.476048, 0.500224, 0.529798, 0.544381, 0.561238, 0.585022, 0.60007, 0.634443, 0.668305, 0.687075, 0.713891, 0.738074, 0.756039, 0.783228, 0.80029, 0.833754, 0.845371, 0.865331, 0.891801, 0.906728, 0.936304, 0.946609, 0.972659, 0.981535, 1.00418, 1.02745, 1.04621, 1.07233, 1.09521, 1.11868, 1.13971, 1.16171, 1.17398, 1.20672, 1.23173, 1.26475, 1.27899, 1.30189, 1.3481, 1.38414, 1.40159, 1.41752, 1.43065, 1.44478, 1.46391, 1.49713, 1.53241, 1.55517, 1.57154, 1.59389, 1.61823, 1.64121, 1.6581, 1.70593, 1.73921, 1.76222, 1.78781, 0.00482865, 0.00406189, 0.00441117, 0.00367978, 0.00357737, 0.00401452, 0.00408462, 0.00382281, 0.00455702, 0.00409429, 0.00427785, 0.00381821, 0.00395019, 0.00406571, 0.00411346, 0.00359643, 0.00406318, 0.0038535, 0.00421882, 0.00383311, 0.004035, 0.00436612, 0.00379999, 0.00390367, 0.00438141, 0.00401526, 0.00388364, 0.00451636, 0.00387657, 0.0044966, 0.00407562, 0.0038993, 0.00388468, 0.00447903, 0.00443108, 0.00457518, 0.00426552, 0.00426258, 0.00433373, 0.00405736, 0.00423163, 0.00432051, 0.00396094, 0.00430296, 0.00422509, 0.00383122, 0.00406599, 0.00380066, 0.00436272, 0.00467338, 0.00430496, 0.00447776, 0.00423218, 0.00436303, 0.00411381, 0.00445079, 0.00432439, 0.00435655, 0.00419219, 0.0042437, 0.00403074, 0.00422122, 0.00483151, 0.000808596, 1.64699, 0.976956
-5199.76,0.943278,0.0443276,6,63,0,5310.49,0.422893,3.93883,0.620672,0.27357,6.78759e-05,0.726362,0.131516,1.23469,1.73687,0.149243,1.33742,1.81286,0.340483,1.32369,1.86115,0.72264,1.46306,1.85728,0.874566,1.59542,1.91431,0.988414,1.42702,1.64182,1.10005,1.49231,1.53335,1.22238,1.64445,1.41025,1.4019,1.40496,1.24981,1.46752,1.15202,1.09936,1.59245,1.10876,0.865948,1.8019,1.29655,0.784989,1.80445,1.17155,0.720071,1.83344,1.31933,0.598873,1.84762,1.37415,0.356683,1.86342,1.31261,0.140364,1.99663,1.52492,0.00259221,1.86612,1.5242,-0.261378,1.88305,1.58931,-0.433853,1.85944,1.61881,-0.594378,1.72,1.56568,-0.90047,1.70258,1.52105,-0.995979,1.47392,1.3635,-1.16096,1.33599,1.0362,-1.42045,1.34167,0.972079,-1.62778,1.06308,1.15347,-1.51411,0.813693,1.19143,-1.58754,0.798322,1.13614,-1.71984,0.68731,1.01595,-1.84372,0.427953,0.949072,-1.7748,0.318437,1.04933,-1.8435,0.169403,1.13167,-1.91451,-0.0982827,1.12663,-1.88083,-0.231896,0.926914,-1.74804,-0.378333,0.951016,-1.78804,-0.68347,0.838252,-1.60079,-0.779843,0.999085,-1.60814,-0.988059,0.933433,-1.45017,-1.14418,0.896951,-1.58577,-1.40936,0.861428,-1.49599,-1.45422,0.791528,-1.20886,-1.57542,0.596677,-1.0797,-1.61939,0.533411,-1.04366,-1.72007,0.445794,-0.759404,-1.78234,0.300144,-0.637105,-1.83765,0.249429,-0.497828,-1.97727,0.160356,-0.188033,-1.8913,0.402627,-0.0427677,-1.88528,0.381832,0.187576,-1.8469,0.417797,0.326446,-1.88106,0.274316,0.491677,-1.82629,0.373274,0.720079,-1.63021,0.121722,0.993582,-1.59469,-0.0650124,1.06821,-1.4586,0.0676564,1.3391,-1.19925,-0.018713,1.27762,-1.20911,-0.128549,1.42106,-1.14426,-0.298052,1.58312,-1.05387,-0.196634,1.69432,-0.929806,-0.328412,1.76377,-0.658713,-0.176936,1.75697,-0.427545,-0.11082,1.86596,-0.249489,-0.0543198,2.02277,0.505757,0.0466038,0.0200943,0.427545,-1.2962,-9.59783,-0.319706,0.138163,1.25665,1.73892,-14962,-46891.5,-15042.5,-16412.3
-5224.13,0.523732,0.0443276,7,127,0,5304.92,0.436181,0.44844,0.605494,0.367224,2.2791e-05,0.632753,0.0765148,1.02412,1.9508,0.171513,0.934767,1.78414,0.393554,0.901875,1.74677,0.706949,1.31194,1.81623,0.85533,1.45155,1.87774,0.926907,1.29431,1.76513,1.05656,1.26667,1.47153,1.19372,1.33617,1.51843,1.34998,1.38963,1.35069,1.57432,1.55021,1.13449,1.60333,1.43574,0.890472,1.6238,1.57107,0.893091,1.73096,1.42815,0.741495,1.84793,1.28734,0.520636,1.83712,1.30627,0.365581,2.01164,1.38487,0.0988951,1.83402,1.35708,0.00578088,1.79948,1.1529,-0.243178,1.82359,1.03535,-0.468328,1.8644,1.18415,-0.692893,1.70413,1.03795,-0.622702,1.64508,0.828735,-0.913522,1.44432,0.656113,-1.14589,1.30138,0.619877,-1.42706,1.29259,0.485878,-1.50438,1.07032,0.511373,-1.57787,0.902805,0.518528,-1.62332,0.836002,0.359251,-1.66213,0.568388,0.332846,-1.71954,0.426748,0.285709,-1.83766,0.360947,0.167802,-1.86547,0.045922,-0.0217903,-1.90519,-0.0416588,0.0790859,-1.92129,-0.281215,0.130608,-1.97121,-0.560621,-0.0032016,-1.816,-0.644977,-0.164934,-1.77624,-0.744849,-0.384084,-1.67191,-0.896679,-0.470086,-1.52049,-1.00454,-0.431238,-1.56247,-1.19126,-0.379084,-1.51137,-1.59902,-0.488413,-1.27608,-1.62447,-0.660301,-1.13556,-1.72363,-0.526632,-0.957028,-1.81189,-0.577785,-0.714836,-1.8503,-0.48362,-0.737516,-1.98851,-0.567786,-0.515012,-1.91155,-0.594642,-0.320699,-1.93035,-0.784412,-0.162929,-1.95213,-0.786804,0.23395,-1.901,-0.640517,0.400217,-1.88974,-1.0076,0.708636,-1.73133,-0.903978,0.763662,-1.63679,-0.746122,0.888088,-1.5113,-0.459383,1.08455,-1.48251,-0.409981,1.27049,-1.4801,-0.312584,1.38499,-1.27837,-0.343092,1.54879,-1.08558,-0.469299,1.54899,-0.945084,-0.360753,1.6732,-0.810338,-0.192481,1.78802,-0.604467,-0.429587,1.78521,-0.552919,-0.498526,1.96886,-0.3588,-0.58962,2.04012,0.506588,0.0412688,0.035252,0.416891,-1.00178,-10.6891,-0.457675,0.158122,1.14857,1.99462,-16949.3,-44305.4,-30026,-17026.6
-5220.56,0.970284,0.0443276,7,127,0,5311.44,0.433472,0.848295,0.605988,0.440014,3.93742e-05,0.559947,0.0993702,1.22799,1.98815,0.236436,1.24252,1.7411,0.382236,1.14605,1.82693,0.67911,1.2538,1.77102,0.790122,1.32509,1.8069,0.976952,1.3224,1.69833,1.08964,1.32213,1.42654,1.1149,1.59229,1.54928,1.37047,1.86904,1.31984,1.52042,1.72733,1.17714,1.62196,1.83215,0.96804,1.67041,1.63632,0.923247,1.80283,1.57302,0.702738,1.84172,1.40411,0.514885,1.75891,1.58128,0.35689,1.93163,1.45806,0.0677006,1.91314,1.45475,0.12108,1.83524,1.24452,-0.225194,1.86811,0.989094,-0.44209,1.92715,1.01488,-0.666932,1.70885,0.97582,-0.665931,1.65095,0.985931,-0.986277,1.44266,0.777069,-1.23808,1.26935,0.846157,-1.38709,1.28591,0.735636,-1.63002,1.04269,0.895984,-1.59095,0.90714,0.794963,-1.65399,0.729077,0.579105,-1.70666,0.583529,0.470984,-1.78339,0.432729,0.290774,-1.74799,0.401259,0.102235,-1.81469,0.144515,0.0670269,-1.83937,-0.0808889,0.0627458,-1.92973,-0.319707,0.0274655,-1.92247,-0.495258,-0.0462577,-1.84239,-0.663045,-0.050611,-1.72308,-0.733426,0.015637,-1.56579,-0.973419,-0.252482,-1.42561,-1.06211,-0.187529,-1.46398,-1.38489,0.0535472,-1.38754,-1.55043,-0.0169593,-1.28413,-1.55843,0.00482689,-1.12853,-1.62613,-0.0793101,-0.908754,-1.70958,-0.182296,-0.727494,-1.88743,-0.180533,-0.66692,-1.99916,0.107671,-0.44586,-1.82683,0.149932,-0.226396,-1.89972,0.110641,-0.110109,-1.90687,0.0105478,0.131849,-1.94816,-0.159035,0.397055,-1.88864,-0.149684,0.700296,-1.80719,-0.025952,0.715711,-1.55933,-0.184585,1.0222,-1.48429,-0.215339,1.07111,-1.55407,-0.4847,1.23921,-1.34295,-0.582842,1.45488,-1.3633,-0.560978,1.59107,-1.18539,-0.487414,1.51739,-0.945931,-0.702158,1.54953,-0.837933,-0.881804,1.75056,-0.636701,-0.891662,1.81308,-0.495284,-0.668252,1.8404,-0.376428,-0.587545,1.97877,0.50121,0.0463452,0.0419035,0.410542,-0.82095,-10.1424,-0.579913,0.0290296,1.14131,2.147,-14229.6,-44805.7,-14305,-16985.4
-5217.59,0.752853,0.0443276,7,127,0,5308.97,0.423138,3.41566,0.620694,0.300533,0.0257507,0.673717,0.252985,0.873885,1.68663,0.136745,0.746735,1.9305,0.369078,0.576034,1.86543,0.773203,0.423073,1.93278,0.880236,0.502928,1.86239,0.935955,0.454737,1.70365,1.16971,0.525109,1.6214,1.2693,0.593752,1.51149,1.35695,0.777182,1.3849,1.52686,0.738038,1.25267,1.64356,0.597031,0.866038,1.81292,0.506271,0.833435,1.79615,0.52106,0.789375,1.90949,0.570895,0.640891,1.95191,0.554784,0.325418,1.86807,0.690539,0.153537,1.9246,0.378817,-0.0843373,1.94801,0.130444,-0.323543,1.86645,0.384276,-0.504177,1.74687,0.478489,-0.719338,1.67564,0.653227,-0.915576,1.71383,0.841476,-0.994811,1.45322,0.849079,-1.05874,1.31445,0.936616,-1.49172,1.32686,1.22692,-1.58941,1.10925,1.20701,-1.64439,0.930781,1.36101,-1.6417,0.820982,1.3835,-1.69682,0.694877,1.39632,-1.77277,0.455381,1.40593,-1.77963,0.236483,1.17164,-1.85068,0.160671,1.19392,-1.94592,-0.11204,1.05634,-1.97367,-0.183149,1.03874,-1.785,-0.426031,1.1762,-1.77598,-0.713421,1.09675,-1.81252,-0.732844,1.02767,-1.76006,-0.831984,1.10839,-1.59964,-1.08846,0.995525,-1.60299,-1.28783,0.747363,-1.48116,-1.38328,0.706202,-1.22054,-1.48846,0.941855,-1.12173,-1.6844,0.966948,-1.09424,-1.81643,1.00942,-0.630612,-1.75394,0.888023,-0.697116,-1.8403,0.86378,-0.416653,-2.02875,1.00597,-0.243776,-1.94271,0.949616,-0.174378,-2.03474,0.914499,0.138943,-1.8217,0.846758,0.26587,-1.83865,0.86013,0.410838,-1.73558,0.761905,0.692263,-1.71759,0.627258,0.887492,-1.70275,0.693206,1.04562,-1.39092,0.447089,1.27973,-1.14576,0.302372,1.15414,-1.09447,0.229271,1.331,-1.04766,0.413277,1.5812,-1.02055,0.316828,1.78216,-0.887281,0.677153,1.77623,-0.551707,0.495361,1.80708,-0.392366,0.312549,1.94246,-0.212247,0.353138,1.96169,0.506357,0.0246329,0.0479537,0.421056,-1.2022,-3.6593,-0.394945,0.152573,0.743762,1.89465,-14356.7,-46571.2,-14422.1,-16453
-5224.79,0.78151,0.0443276,7,127,0,5327.82,0.429984,1.72342,0.616501,0.437301,0.00886567,0.553833,0.166041,1.92786,1.8603,0.164398,2.01885,1.79308,0.392726,2.06478,1.77998,0.721433,2.00754,1.90418,0.794124,2.09339,1.74961,0.92733,1.97415,1.62447,1.05156,2.14448,1.49639,1.21935,1.82107,1.52047,1.31547,1.58961,1.37905,1.43674,1.3937,1.26201,1.56654,1.1956,0.923169,1.85591,1.27998,0.853041,1.76751,1.14661,0.719212,1.8323,1.11899,0.415759,1.9348,0.916882,0.358728,1.90271,0.894361,0.126512,1.93394,0.988896,-0.00637835,1.88888,0.807235,-0.169488,1.84028,0.808018,-0.473337,1.87698,0.878757,-0.637551,1.62731,0.927532,-0.691332,1.70667,0.837992,-0.904632,1.44623,0.575047,-1.16057,1.35975,0.930169,-1.43079,1.25918,0.79903,-1.59571,1.19104,0.865736,-1.69909,0.891483,0.775558,-1.58646,0.738572,0.747646,-1.76179,0.650976,0.496669,-1.83338,0.480043,0.421237,-1.76205,0.274291,0.260127,-1.90044,0.179451,0.142816,-1.95794,-0.0955474,0.20004,-1.88248,-0.236286,0.214136,-1.85915,-0.4537,-0.134139,-1.71805,-0.708917,-0.255835,-1.80331,-0.809216,-0.326579,-1.61293,-0.941648,-0.281527,-1.34012,-1.05678,-0.109944,-1.60853,-1.38221,0.0784634,-1.52736,-1.44822,0.333433,-1.21195,-1.61037,0.317135,-1.07039,-1.56374,0.538461,-1.03118,-1.77366,0.422672,-0.760493,-1.8892,0.545579,-0.669644,-1.93318,0.420538,-0.377215,-1.85864,0.37996,-0.247296,-1.82158,0.800992,-0.0620509,-1.99754,0.825979,0.230159,-1.84198,0.627556,0.414057,-1.87333,0.673145,0.595858,-1.75545,0.692719,0.706106,-1.60141,0.892124,0.924146,-1.58947,0.861407,1.21828,-1.4525,0.919047,1.29697,-1.37666,1.02808,1.33278,-1.33085,0.985486,1.49138,-1.18293,1.00179,1.51464,-0.979443,0.926966,1.61646,-0.83997,0.933912,1.69039,-0.641626,0.922148,1.81437,-0.477843,1.1927,1.91052,-0.382974,0.763693,1.8255,0.504723,0.0739662,0.00352132,0.417789,-0.827134,-4.72557,-0.590891,0.113359,1.88855,1.97306,-11482.1,-45678.4,-11546.1,-16605.7
-5218.38,0.951568,0.0443276,7,127,0,5316.94,0.429212,2.08683,0.614868,0.379382,0.0351963,0.585422,0.191836,2.02402,1.84826,0.203705,2.15708,1.77779,0.43299,2.30862,1.83579,0.741614,2.34783,1.90897,0.818221,2.45847,1.76723,0.964078,2.18347,1.67196,1.10085,2.12366,1.52376,1.18609,1.84055,1.54723,1.35474,1.80565,1.33349,1.46426,1.81104,1.26188,1.62164,1.39575,0.898567,1.81583,1.15781,0.840969,1.78723,1.0393,0.726056,1.84414,1.20765,0.455256,1.90465,1.15808,0.364492,1.99618,1.07067,0.0609359,1.87995,1.04651,0.0638772,1.88548,0.955136,-0.118732,1.81528,0.810717,-0.454059,1.86797,0.641236,-0.616098,1.6651,0.458756,-0.69152,1.67603,0.337201,-0.91015,1.48623,0.301599,-1.15744,1.39725,0.409327,-1.44761,1.25462,0.344398,-1.52574,1.12118,0.167798,-1.69862,0.891198,0.255875,-1.63531,0.802563,0.227887,-1.69752,0.673887,0.259223,-1.83321,0.491728,0.452692,-1.79763,0.342846,0.285592,-1.89192,0.180754,0.166862,-1.9533,-0.0884915,0.0920613,-1.93129,-0.244277,0.12553,-1.83945,-0.453263,0.164116,-1.80412,-0.722198,0.192402,-1.75897,-0.856715,0.391242,-1.6473,-0.935325,0.366964,-1.41265,-1.05603,0.229086,-1.62807,-1.39305,0.122553,-1.49399,-1.44184,-0.111402,-1.25597,-1.57939,-0.225252,-1.04178,-1.52997,-0.243062,-1.06945,-1.83774,0.156813,-0.758658,-1.89893,0.243894,-0.660767,-1.89353,0.321668,-0.346009,-1.94123,0.405556,-0.201722,-1.78919,0.242556,-0.0672005,-2.01483,0.517886,0.235838,-1.82067,0.504202,0.377412,-1.88642,0.625197,0.567737,-1.70889,0.911092,0.61017,-1.61056,0.93053,0.917114,-1.5635,0.824556,1.16211,-1.41977,0.669094,1.29098,-1.34696,0.569797,1.29463,-1.27612,0.715315,1.49716,-1.20897,0.906141,1.48551,-0.954499,0.909789,1.58123,-0.871446,1.07432,1.69829,-0.62061,1.17065,1.83119,-0.410267,0.822442,1.91216,-0.382023,0.96701,1.8655,0.503314,0.071328,0.00688044,0.418477,-0.969211,-3.34681,-0.535423,0.0795429,1.79142,1.95655,-11840.4,-45689.3,-11905.5,-16593.1
-5217.83,0.90601,0.0443276,6,127,0,5318.4,0.428176,1.65692,0.612833,0.375347,0.0275988,0.597054,0.17654,2.19434,1.84243,0.199855,2.34804,1.78556,0.437181,2.2856,1.84335,0.755912,2.43729,1.884,0.807005,2.39505,1.77665,0.961512,2.2248,1.68423,1.1053,2.31572,1.53533,1.1796,1.84519,1.54075,1.35563,1.86282,1.34499,1.45192,1.79322,1.25498,1.61762,1.52823,0.884605,1.81253,1.29095,0.825411,1.78505,1.23853,0.74047,1.81932,1.07497,0.462776,1.90019,1.0576,0.369147,1.9812,1.23026,0.0585213,1.8765,1.02017,0.0486541,1.88562,0.652918,-0.140195,1.83035,0.762465,-0.466096,1.87103,0.764559,-0.614337,1.64985,0.48321,-0.692768,1.69559,0.226581,-0.912865,1.47704,0.270606,-1.15607,1.39334,0.156405,-1.44843,1.24517,0.379009,-1.52779,1.11629,0.419942,-1.70005,0.887065,0.419885,-1.63299,0.806799,0.357679,-1.66228,0.668167,0.242533,-1.82726,0.497355,0.117354,-1.79551,0.3688,0.16453,-1.86998,0.172926,0.163844,-1.9592,-0.0969758,-0.0488859,-1.92931,-0.243225,0.0612142,-1.83717,-0.471343,0.246343,-1.78235,-0.712554,0.289667,-1.75318,-0.848073,0.23382,-1.65299,-0.950076,0.208973,-1.43357,-1.0624,0.223538,-1.61292,-1.38027,0.125957,-1.48562,-1.45932,-0.0410843,-1.2683,-1.5593,-0.227271,-1.03398,-1.55221,0.0920851,-1.06339,-1.83351,0.0713295,-0.735074,-1.88131,0.294792,-0.656061,-1.89143,0.408899,-0.34913,-1.95005,0.386392,-0.203108,-1.79792,0.415929,-0.0464912,-2.01523,0.162492,0.238485,-1.83006,0.52137,0.371982,-1.87016,0.802591,0.550635,-1.72593,0.722253,0.604861,-1.60309,0.686934,0.912329,-1.56101,0.711415,1.15229,-1.4191,0.735568,1.30804,-1.35135,0.727628,1.303,-1.29384,0.76594,1.4886,-1.22044,0.897152,1.49149,-0.965641,1.03125,1.59001,-0.869359,0.961058,1.70839,-0.630154,0.887991,1.83923,-0.423324,1.15039,1.9145,-0.371282,0.964069,1.86662,0.504469,0.0787516,0.00676999,0.410009,-0.979904,-3.58998,-0.515748,0.107268,1.99731,2.15979,-11257.6,-45917.4,-11319.8,-16666.6
-5252.48,0.748294,0.0443276,7,127,0,5335.45,0.43828,2.31042,0.615193,0.351831,0.00520105,0.642968,0.118979,1.63571,1.89603,0.223793,1.5781,1.95046,0.370267,1.36925,1.88806,0.770966,1.51884,1.90879,0.933901,1.25056,1.80093,0.859635,1.41416,1.62263,1.0169,1.77756,1.48804,1.11846,1.6272,1.52708,1.40777,1.81694,1.37774,1.60386,1.901,1.04852,1.66943,1.59857,0.91536,1.741,1.64639,0.990377,1.85155,1.77888,0.692575,1.8906,1.39663,0.484176,1.80661,1.07404,0.32418,1.87779,1.09888,0.0216753,1.91105,1.01522,0.0488607,1.83076,0.856627,-0.148282,1.82917,0.596723,-0.418752,1.75691,0.470676,-0.628638,1.78962,0.330108,-0.732204,1.56285,0.0117949,-0.969836,1.37548,0.299532,-1.09273,1.26305,0.313201,-1.4713,1.38953,0.10385,-1.59349,1.30322,-0.0192771,-1.57881,0.91984,-0.00146883,-1.56728,0.729996,-0.260558,-1.81603,0.587672,-0.30212,-1.70688,0.540817,-0.358391,-1.82664,0.346646,-0.514126,-1.86634,0.219845,-0.592707,-1.99737,-0.194576,-0.386134,-1.97525,-0.285911,-0.0988163,-1.875,-0.578817,0.0942726,-1.76985,-0.786398,0.133593,-1.61359,-0.77745,0.214014,-1.64519,-1.00903,0.157108,-1.55809,-1.071,0.190893,-1.65166,-1.3634,0.317498,-1.50296,-1.41471,0.336506,-1.31126,-1.62346,0.41222,-1.12974,-1.67584,-0.0952733,-1.04122,-1.81833,0.107649,-0.720682,-1.80364,0.124302,-0.719456,-1.96451,0.219648,-0.567833,-1.98684,0.392846,-0.212165,-1.85971,0.324824,-0.109603,-1.89816,0.441933,0.155858,-2.03839,0.43419,0.347993,-1.8351,0.296083,0.645315,-1.81518,0.331579,0.816203,-1.61877,0.218866,1.00557,-1.52979,0.302674,1.07732,-1.51731,0.0236262,1.30718,-1.35548,0.17695,1.33809,-1.1632,0.460475,1.54376,-1.21167,0.271277,1.5705,-1.00101,0.05755,1.5264,-0.80337,0.144554,1.77759,-0.621482,0.205966,1.73873,-0.40968,0.239469,1.96601,-0.262592,0.203939,2.04916,0.501847,0.0671451,0.00655353,0.424455,-1.0446,-5.25889,-0.44166,0.0443174,1.6558,1.81308,-12110,-43851.6,-12156.8,-16724.2
-5242.18,0.984913,0.0443276,7,127,0,5356.91,0.428835,0.359383,0.603384,0.309193,0.0236035,0.667203,0.15334,2.12493,1.90378,0.153991,2.05901,1.87109,0.312473,1.951,1.92387,0.655292,1.88941,1.93599,0.772001,1.78848,1.81031,0.905163,1.80975,1.64618,1.11396,1.3792,1.4794,1.23741,1.19495,1.39678,1.34867,0.899863,1.22623,1.60368,0.681885,1.26988,1.62572,0.636858,1.0172,1.79977,0.332634,0.857864,1.74193,0.290541,0.644441,1.90735,0.491672,0.534329,1.8672,0.595407,0.198491,1.89191,0.608933,0.0519707,1.90085,0.563595,-0.0276877,1.82447,0.704619,-0.290783,1.83775,0.549442,-0.447655,1.88361,0.502427,-0.650602,1.69168,0.541316,-0.895774,1.69162,0.637524,-0.847547,1.3906,0.626288,-1.1142,1.29479,0.865627,-1.40456,1.24343,0.807522,-1.63566,1.07942,1.11684,-1.44124,1.03469,1.27809,-1.6637,0.811223,1.06945,-1.65493,0.783107,1.25251,-1.8142,0.464618,1.26144,-1.64264,0.361569,1.02524,-1.84743,0.100055,0.796143,-1.92529,-0.0239654,1.11469,-2.02335,-0.23605,1.09678,-1.79592,-0.46572,1.0517,-1.8877,-0.65181,0.714544,-1.8753,-0.609043,0.496174,-1.68867,-0.869735,0.213936,-1.52644,-1.15778,0.095107,-1.52405,-1.24183,-0.0297611,-1.4892,-1.42383,-0.38721,-1.30793,-1.48077,-0.351884,-1.10635,-1.66912,-0.487361,-0.930732,-1.77095,-0.373013,-0.732109,-1.9169,-0.31848,-0.755299,-1.94567,-0.294243,-0.518869,-1.94589,-0.197186,-0.173067,-1.97737,-0.150379,-0.0148327,-1.96874,-0.29044,0.163724,-1.87708,-0.369992,0.314298,-1.89427,-0.495358,0.574622,-1.7663,-0.660493,0.76384,-1.65865,-0.456609,0.874827,-1.72365,-0.700563,0.970362,-1.5038,-0.653103,1.29172,-1.26118,-0.725378,1.29751,-1.31203,-0.938924,1.51388,-1.1383,-0.876333,1.60309,-1.04021,-0.794301,1.72756,-0.82407,-0.881375,1.66271,-0.637339,-1.12422,1.93,-0.389738,-0.999563,1.79898,-0.317688,-0.733462,1.93313,0.506921,0.0683899,0.00951541,0.415173,-1.17379,-3.74636,-0.404661,0.166115,1.80747,2.03584,-17052.1,-46336.5,-65690.8,-17105.5
-5226.67,0.978795,0.0443276,7,127,0,5331.25,0.425733,1.73847,0.613941,0.304573,0.00144845,0.693978,0.115101,1.43204,1.83844,0.129804,1.159,1.77042,0.381295,0.91773,1.84531,0.746639,0.890944,1.85212,0.699865,0.943584,1.83106,0.967486,1.08191,1.72129,1.10151,1.18046,1.48467,1.31523,1.3307,1.50313,1.29344,1.32007,1.29844,1.5494,1.41912,1.19122,1.70323,1.39713,0.953044,1.75388,1.37842,0.826224,1.87668,1.13259,0.768083,1.9632,1.04923,0.449431,1.7513,0.918243,0.344154,1.90959,0.814653,-0.0212678,1.85225,0.876824,0.0463898,1.90597,0.884241,-0.217183,1.94277,0.652919,-0.448981,1.77035,0.535589,-0.650525,1.72325,0.491063,-0.775989,1.60566,0.629138,-0.890401,1.39663,0.350039,-1.0398,1.23949,0.644463,-1.47635,1.31132,0.630545,-1.58902,1.10637,0.380986,-1.54007,0.960182,0.179666,-1.63149,0.814352,0.0829849,-1.68686,0.674654,0.140136,-1.79786,0.442885,-0.0136305,-1.82587,0.32412,-0.148092,-1.76742,0.258433,-0.0111278,-1.97719,-0.184092,0.019853,-1.94985,-0.350171,0.100299,-1.94035,-0.515845,0.12765,-1.72003,-0.663525,0.31382,-1.62969,-0.767512,0.401956,-1.78145,-0.924919,0.513805,-1.52582,-1.05373,0.521287,-1.5037,-1.24824,0.581593,-1.49108,-1.42767,0.506647,-1.29827,-1.56006,0.281717,-1.10084,-1.64765,0.442644,-1.02319,-1.77303,0.341825,-0.734349,-1.8071,0.162661,-0.586402,-1.8503,0.460012,-0.4873,-2.04559,0.178149,-0.378562,-2.05961,0.134472,-0.050494,-1.98452,-0.0648528,0.149278,-1.92765,-0.374504,0.495873,-1.91208,-0.401516,0.58663,-1.78982,-0.726072,0.636519,-1.5753,-0.862869,0.936303,-1.58542,-0.99483,1.02195,-1.42363,-0.752441,1.24602,-1.31483,-0.785658,1.2471,-1.30662,-0.759846,1.55391,-1.13434,-0.743949,1.59783,-0.953706,-0.611099,1.69221,-0.779,-0.530695,1.75762,-0.620385,-0.524553,1.70722,-0.465238,-0.749855,1.92957,-0.234742,-0.861842,1.99161,0.50386,0.0491904,0.0262651,0.420684,-1.18884,-6.53726,-0.365314,0.0926426,1.27321,1.90357,-11602.8,-46376.3,-11665,-16641.4
