epsilon,l.1,l.2,l.3,l.4,l.5,l.6,l.7,l.8,l.9,l.10,l.11,l.12,l.13,l.14,l.15,l.16,l.17,l.18,l.19,l.20,l.21,l.22,l.23,l.24,l.25,l.26,l.27,l.28,l.29,l.30,l.31,l.32,l.33,l.34,l.35,l.36,l.37,l.38,l.39,l.40,l.41,l.42,l.43,l.44,l.45,l.46,l.47,l.48,l.49,l.50,l.51,l.52,l.53,l.54,l.55,l.56,l.57,l.58,l.59,l.60,l.61,l.62,l.63,l_init,logModel
1.07875,1.31816,1.26406,1.27585,1.31356,1.42461,1.50993,1.56208,1.40508,1.32127,1.3774,1.25244,1.26345,1.12122,1.09004,0.82073,0.823984,0.861637,0.537397,0.357205,0.344147,0.142766,-0.00336794,-0.0806754,-0.425176,-0.585339,-0.515292,-0.670405,-0.72179,-0.819783,-0.795452,-0.97786,-1.08453,-1.10418,-1.17633,-1.3479,-1.29679,-1.32654,-1.28439,-1.26118,-1.42443,-1.30539,-1.2511,-1.26862,-1.19334,-1.08765,-1.07861,-0.690785,-0.817729,-0.770388,-0.568906,-0.287777,-0.282156,-0.00297929,-0.0246348,0.269031,0.38693,0.464861,0.515973,0.510888,0.820634,0.966182,1.12903,1.18684,1.55608,-9416.78
1.07948,1.3373,1.23011,1.21397,1.34518,1.50153,1.51707,1.49981,1.41934,1.31715,1.38028,1.268,1.31062,1.13416,1.12587,0.868314,0.839276,0.870499,0.572853,0.422304,0.29297,0.0993719,0.0477713,-0.0912082,-0.375405,-0.559421,-0.534922,-0.738661,-0.759659,-0.853868,-0.831474,-0.95618,-1.09022,-1.11966,-1.29093,-1.36859,-1.35784,-1.35706,-1.32555,-1.33062,-1.43606,-1.34222,-1.25427,-1.30197,-1.15136,-1.04093,-0.985444,-0.657254,-0.8316,-0.800664,-0.553553,-0.317517,-0.270991,-0.0511551,0.0567238,0.269563,0.39209,0.499712,0.548855,0.478191,0.843501,0.989571,1.10778,1.13703,1.48068,-9412.45
1.08033,1.26556,1.17756,1.37103,1.33088,1.42313,1.34951,1.30522,1.38099,1.34802,1.11447,1.26811,1.14918,1.24268,0.920556,0.86173,0.748363,0.680789,0.653851,0.450191,0.242488,0.0788976,0.133965,-0.18407,-0.366446,-0.546269,-0.617145,-0.636053,-0.722478,-0.773174,-0.808135,-0.922512,-1.1113,-1.34979,-1.28949,-1.27679,-1.26109,-1.36155,-1.28954,-1.44432,-1.40697,-1.20436,-1.33232,-1.37291,-1.23346,-1.11356,-0.999594,-1.01439,-0.807193,-0.65951,-0.639216,-0.341199,-0.234012,-0.272892,0.120449,0.404108,0.30506,0.40784,0.599911,0.685447,0.808468,0.814048,1.00777,1.06439,1.47194,-9422.31
1.08217,1.28186,1.2002,1.10119,1.35196,1.25644,1.27065,1.38193,1.34268,1.35343,1.42393,1.08463,1.29378,1.19797,1.16385,0.922402,0.739542,0.804266,0.502759,0.343495,0.280346,0.210076,-0.0801331,-0.146193,-0.454563,-0.536414,-0.567254,-0.585574,-0.638235,-0.722104,-0.7902,-0.998734,-1.26161,-1.31757,-1.29307,-1.28176,-1.1937,-1.40974,-1.33678,-1.4053,-1.50109,-1.40734,-1.32461,-1.2496,-1.12738,-1.0713,-1.02431,-0.827285,-0.849135,-0.809787,-0.496899,-0.360137,-0.190068,0.0419628,0.0478808,0.279394,0.452954,0.463996,0.531403,0.729839,0.798152,1.01047,0.806492,1.0213,1.08427,-9422.42
1.07675,1.29762,1.20992,1.11442,1.32898,1.29823,1.28529,1.32447,1.33285,1.37229,1.39683,1.14167,1.25988,1.20178,1.17971,0.942981,0.734682,0.819475,0.553166,0.363947,0.320252,0.201266,-0.0631087,-0.231063,-0.447987,-0.505884,-0.565696,-0.625638,-0.665539,-0.733045,-0.780246,-0.970848,-1.23334,-1.3345,-1.31073,-1.37501,-1.18696,-1.35199,-1.24658,-1.40994,-1.59394,-1.41913,-1.32777,-1.21244,-1.08689,-1.0334,-1.03378,-0.778622,-0.831544,-0.821518,-0.473807,-0.307048,-0.201479,0.0180036,0.077402,0.400276,0.479894,0.449711,0.532181,0.727469,0.766255,1.0061,0.832702,1.02457,1.08518,-9422.16
1.09219,1.09189,1.12557,1.42732,1.5314,1.6156,1.61515,1.4882,1.54594,1.33927,1.3575,1.1821,1.17235,1.08301,0.908849,0.805408,0.830941,0.55687,0.463049,0.283348,0.133392,-0.0428983,-0.0506412,-0.22114,-0.391325,-0.650061,-0.666364,-0.793939,-0.837112,-1.02198,-1.00074,-1.04112,-1.06846,-1.13913,-1.19582,-1.33101,-1.45633,-1.39076,-1.36889,-1.31321,-1.24759,-1.25013,-1.26184,-1.26217,-1.14444,-1.13372,-0.961609,-0.963383,-0.790934,-0.491983,-0.464444,-0.39397,-0.169722,-0.0290295,0.0678658,0.157681,0.152878,0.504179,0.555487,0.628579,0.70247,0.785823,1.2345,1.09237,0.872217,-9425.51
1.08757,1.1327,1.2875,1.35206,1.40904,1.55476,1.50881,1.47316,1.44904,1.32579,1.40907,1.17931,1.23896,1.22868,0.974231,0.798867,0.790798,0.635926,0.42575,0.39512,0.224824,-0.0570793,-0.0800865,-0.183286,-0.452542,-0.640813,-0.678265,-0.728206,-0.849329,-0.991968,-1.05211,-1.07392,-1.08129,-1.02717,-1.2597,-1.35021,-1.44867,-1.32356,-1.30891,-1.26139,-1.26218,-1.27827,-1.35492,-1.307,-1.17726,-1.16345,-0.894548,-0.999054,-0.840026,-0.584613,-0.476531,-0.364892,-0.154648,-0.0470413,0.0549212,0.15411,0.19528,0.285487,0.587578,0.693769,0.71055,0.931529,1.13865,1.08249,0.890091,-9418.06
1.0979,1.24237,1.19572,1.24028,1.54424,1.50157,1.37914,1.43486,1.31348,1.24948,1.42766,1.0836,1.15234,1.11561,1.04135,0.969458,0.841879,0.660121,0.421153,0.364648,0.18091,0.0348536,-0.00038955,-0.353682,-0.427407,-0.541922,-0.64077,-0.617607,-0.818406,-1.07354,-1.04457,-1.19262,-1.10425,-1.14786,-1.15468,-1.36761,-1.40475,-1.54907,-1.2366,-1.27882,-1.40451,-1.23352,-1.30616,-1.26901,-1.10461,-1.10564,-1.17362,-0.839386,-0.709181,-0.707129,-0.618523,-0.274076,-0.121079,-0.0249128,0.048867,0.0653509,0.0967627,0.267341,0.461616,0.71791,0.780766,0.88431,0.902134,1.09684,1.09525,-9427.94
1.07875,1.24399,1.3953,1.46625,1.43279,1.60257,1.52981,1.35744,1.48358,1.53414,1.25869,1.31292,1.1899,1.10423,1.03665,0.825399,0.580973,0.637111,0.649119,0.39011,0.361775,0.270267,-0.0166273,-0.074727,-0.387655,-0.49997,-0.589426,-0.794272,-0.777534,-0.752207,-0.933379,-0.9904,-1.21924,-1.20136,-1.20766,-1.24415,-1.37364,-1.2764,-1.49286,-1.42126,-1.27142,-1.33358,-1.22406,-1.19079,-1.16188,-1.09057,-0.849803,-0.904494,-0.819382,-0.554662,-0.336412,-0.366873,-0.215481,-0.0332657,0.00151518,0.269268,0.38482,0.434748,0.471864,0.556085,0.814478,0.942745,1.17621,1.17532,1.42635,-9423.52
1.09005,1.20429,1.21351,1.14967,1.41428,1.34429,1.34676,1.41224,1.3992,1.29286,1.36373,1.21791,1.23248,1.17907,1.06343,1.00355,0.9508,0.671146,0.471447,0.290019,0.183085,-0.0506158,0.0305752,-0.301906,-0.469047,-0.549909,-0.656141,-0.589968,-0.79827,-0.991584,-0.968615,-1.0501,-1.15324,-1.24634,-1.26972,-1.41023,-1.37773,-1.32062,-1.17439,-1.3969,-1.40134,-1.43421,-1.26064,-1.28479,-0.957992,-1.0861,-0.984634,-0.843062,-0.712033,-0.732742,-0.649569,-0.320155,-0.194134,0.0549396,0.109896,0.286739,0.383917,0.52328,0.710225,0.835582,0.903194,0.827006,0.952001,1.12068,1.2899,-9414.22
1.0707,1.3081,1.29281,1.43826,1.38441,1.48225,1.45699,1.3594,1.40859,1.46501,1.27259,1.19713,1.15232,1.06243,1.03976,0.855067,0.661985,0.787879,0.629442,0.458248,0.239934,0.220203,-0.0590189,-0.172122,-0.453173,-0.652662,-0.751831,-0.834157,-0.770021,-0.729252,-0.958557,-0.988295,-1.19356,-1.18357,-1.2705,-1.18822,-1.2863,-1.3273,-1.37357,-1.32852,-1.31597,-1.24312,-1.2779,-1.14525,-1.23101,-1.01358,-0.926455,-0.837207,-0.765605,-0.512532,-0.295275,-0.356559,-0.202569,-0.0289726,0.171367,0.350629,0.417614,0.424501,0.428311,0.470753,0.694696,1.00184,1.09151,1.1215,1.22565,-9417.25
1.08075,1.30049,1.30285,1.23852,1.51103,1.45928,1.48896,1.40079,1.41258,1.36769,1.27621,1.21112,1.19311,1.13309,1.18494,0.769012,0.809244,0.518762,0.551951,0.520435,0.321604,0.181044,0.0229825,-0.200246,-0.518236,-0.581225,-0.668664,-0.795496,-0.755221,-0.796997,-0.791633,-0.964598,-1.13981,-1.31509,-1.30643,-1.36691,-1.36016,-1.29759,-1.28363,-1.34284,-1.26586,-1.34155,-1.26946,-1.33708,-1.14036,-1.02596,-1.0005,-0.962438,-0.807367,-0.604493,-0.502938,-0.296132,-0.211611,-0.00420735,0.109014,0.322782,0.28993,0.435187,0.622613,0.669767,0.834068,0.864429,1.0018,1.14856,1.3585,-9407.87
1.07522,1.30491,1.29733,1.1966,1.46283,1.43099,1.47284,1.35715,1.42688,1.43637,1.34173,1.15513,1.20694,1.17773,1.04562,0.780317,0.802113,0.56831,0.587596,0.500529,0.354816,0.0817428,-0.082822,-0.193786,-0.509633,-0.507354,-0.572902,-0.816,-0.738455,-0.838006,-0.98545,-1.01545,-1.10869,-1.20589,-1.22111,-1.31886,-1.31905,-1.26624,-1.25166,-1.44407,-1.35196,-1.28641,-1.35268,-1.25259,-1.11536,-1.15792,-0.965933,-1.0142,-0.784356,-0.561146,-0.481879,-0.264027,-0.181928,0.0694103,0.119735,0.220117,0.305622,0.403334,0.537169,0.64648,0.891583,0.950698,1.02391,1.22227,1.41984,-9407.8
1.07988,1.33324,1.30014,1.47938,1.39843,1.49073,1.38263,1.41288,1.39165,1.37783,1.28744,1.23573,1.25018,1.19609,1.05044,0.928474,0.617316,0.771149,0.556061,0.406671,0.19073,0.12281,0.00932955,-0.202904,-0.241487,-0.472445,-0.55956,-0.498378,-0.768842,-0.93871,-0.973673,-1.15957,-1.20735,-1.19985,-1.27517,-1.34551,-1.36355,-1.35557,-1.17866,-1.17675,-1.39958,-1.36631,-1.2501,-1.23301,-1.10628,-0.93408,-0.913536,-0.621476,-0.721384,-0.681479,-0.407657,-0.284265,-0.0392577,0.0158798,0.100556,0.319266,0.437684,0.583618,0.669814,0.769714,0.742207,0.920044,1.09398,1.05938,1.33176,-9415.78
1.07447,1.38128,1.18707,1.30932,1.47855,1.50403,1.45127,1.4027,1.468,1.32459,1.36025,1.2316,1.33053,1.21755,1.12558,0.930252,0.599526,0.734119,0.592923,0.456018,0.249788,0.214896,-0.0900886,-0.173032,-0.280833,-0.372233,-0.509276,-0.573705,-0.677171,-0.965734,-1.06334,-1.16298,-1.12085,-1.2085,-1.35258,-1.39026,-1.37358,-1.406,-1.1906,-1.27685,-1.34609,-1.30243,-1.3239,-1.19131,-1.2032,-1.04306,-0.884001,-0.616632,-0.751791,-0.79834,-0.455376,-0.157873,-0.167774,0.0457335,0.0460535,0.21266,0.402686,0.581657,0.809286,0.623246,0.799563,0.799777,1.03699,1.06024,1.26749,-9425.28
1.08389,1.22455,1.34017,1.25363,1.28773,1.51741,1.47617,1.42832,1.38285,1.51698,1.28087,1.18993,1.18211,1.10462,0.983702,0.81216,0.869366,0.687282,0.490892,0.259376,0.210819,0.0317834,0.0652128,-0.20136,-0.357017,-0.469388,-0.533823,-0.676337,-0.711365,-0.87948,-0.988581,-0.906926,-1.10741,-1.29129,-1.33085,-1.41264,-1.38332,-1.22583,-1.27102,-1.40079,-1.39313,-1.34314,-1.17908,-1.20378,-0.946657,-1.07007,-0.97026,-1.11331,-0.968298,-0.756078,-0.542186,-0.430772,-0.238256,-0.0996481,0.133857,0.432758,0.391818,0.698665,0.584794,0.783836,0.809266,1.03988,1.08148,1.15475,1.32706,-9421.32
1.08641,1.18893,1.16393,1.4457,1.6554,1.53737,1.45337,1.49073,1.43644,1.25232,1.30559,1.17318,1.19809,1.17654,1.13415,1.03288,0.626567,0.681068,0.509979,0.492725,0.266031,0.172949,-0.0455768,-0.217115,-0.37567,-0.56582,-0.64389,-0.684945,-0.807828,-0.87271,-0.876204,-1.10462,-1.08817,-1.12657,-1.12904,-1.24924,-1.30811,-1.47343,-1.35229,-1.30335,-1.44342,-1.32445,-1.38859,-1.21594,-1.22797,-1.05169,-1.00698,-0.598915,-0.678535,-0.608719,-0.576886,-0.288066,-0.207774,0.0648006,0.0641294,0.102723,0.375477,0.292856,0.56832,0.628204,0.696145,0.797546,0.928745,1.07642,1.10333,-9422.58
1.08292,1.20989,1.32202,1.24575,1.27357,1.38003,1.30157,1.22438,1.3518,1.44804,1.28162,1.17225,1.10311,1.03184,0.941521,0.741406,0.849138,0.648358,0.574507,0.368833,0.312395,0.166789,0.100096,-0.15836,-0.422229,-0.45166,-0.570257,-0.718644,-0.847181,-0.898825,-1.06577,-1.04335,-1.13567,-1.22911,-1.32351,-1.35072,-1.35786,-1.23487,-1.32377,-1.51382,-1.4519,-1.5115,-1.35686,-1.27169,-0.978189,-1.07767,-0.862462,-1.014,-0.84639,-0.722059,-0.486721,-0.442831,-0.246134,-0.20948,-0.0389648,0.265042,0.243718,0.595015,0.462936,0.581445,0.697593,0.841904,1.04719,1.18926,1.16621,-9420.97
1.08136,1.28938,1.26287,1.25172,1.28654,1.40311,1.35157,1.29368,1.34856,1.23904,1.34192,1.21801,1.04895,0.999574,1.03611,0.865487,0.857996,0.763725,0.483104,0.408464,0.198549,0.109611,0.066405,-0.158292,-0.564394,-0.506264,-0.633704,-0.724253,-0.935693,-0.985353,-0.956956,-0.941823,-1.19965,-1.35652,-1.23828,-1.34946,-1.25809,-1.33726,-1.29896,-1.40533,-1.42998,-1.33059,-1.3263,-1.25592,-1.00502,-1.10397,-0.989906,-0.942682,-0.780563,-0.70039,-0.522281,-0.343199,-0.331696,-0.0168267,0.0866462,0.176184,0.300969,0.625504,0.514163,0.656963,0.600138,0.797251,1.01342,1.12283,1.2222,-9413.09
1.09339,1.27719,1.30798,1.14481,1.40023,1.3681,1.3933,1.38014,1.49356,1.36572,1.40299,1.2413,1.21405,1.20882,1.07943,0.84857,0.863883,0.641958,0.512004,0.362635,0.143737,0.0625855,0.0575157,-0.180807,-0.514775,-0.610798,-0.670906,-0.758402,-0.897905,-0.933932,-0.915446,-0.887274,-1.13011,-1.27064,-1.305,-1.22331,-1.28291,-1.32486,-1.29087,-1.47207,-1.40588,-1.39196,-1.30335,-1.19194,-1.05184,-0.959118,-1.02012,-0.918501,-0.769214,-0.617472,-0.636909,-0.34961,-0.327041,-0.0468113,0.131748,0.214406,0.342484,0.556347,0.472248,0.550568,0.669627,0.876827,0.978347,1.09448,1.30697,-9410.35
1.07802,1.29927,1.15747,1.35753,1.30728,1.49666,1.50448,1.42436,1.27554,1.32444,1.14635,1.12808,1.15545,1.06169,1.09023,1.04396,0.697073,0.72926,0.582406,0.448904,0.2982,0.0890537,-0.13988,-0.243362,-0.331088,-0.564803,-0.694461,-0.755626,-0.755774,-0.918781,-0.964378,-1.0916,-1.19782,-1.39181,-1.32063,-1.41456,-1.3678,-1.34481,-1.39266,-1.3801,-1.42538,-1.26157,-1.30632,-1.32427,-1.2083,-1.21197,-1.05404,-0.923372,-0.809466,-0.648924,-0.345893,-0.335456,-0.0357976,0.065504,0.110863,0.377777,0.431148,0.420873,0.583547,0.660954,0.84285,0.953832,1.14423,1.23584,1.38981,-9413.62
1.08195,1.19725,1.24871,1.21692,1.49306,1.47882,1.3198,1.29391,1.43059,1.36168,1.37002,1.25085,1.18719,1.37292,1.22872,0.922889,0.88941,0.765201,0.487751,0.345471,0.280841,0.152236,0.0975614,-0.151969,-0.538142,-0.642911,-0.659981,-0.606369,-0.758342,-0.944506,-1.04727,-1.04653,-1.04587,-1.13511,-1.34929,-1.28105,-1.29485,-1.38103,-1.3046,-1.45238,-1.36463,-1.41972,-1.26965,-1.1569,-1.1895,-1.08328,-0.926699,-0.851814,-0.851429,-0.744652,-0.571673,-0.224614,-0.128839,-0.0751468,0.150578,0.166827,0.245416,0.435866,0.474043,0.693845,0.807858,1.02102,1.17159,1.13745,1.22641,-9415.91
1.09506,1.24222,1.16028,1.29789,1.33457,1.49731,1.55129,1.42829,1.28601,1.34535,1.29828,1.20774,1.28479,1.04768,1.09817,1.12464,0.80858,0.688892,0.57642,0.397923,0.285863,0.201268,-0.0771328,-0.339218,-0.456683,-0.548184,-0.625816,-0.853147,-0.881566,-0.849255,-0.911026,-1.10133,-1.29355,-1.38398,-1.18647,-1.40141,-1.42134,-1.31935,-1.39046,-1.41697,-1.47613,-1.2134,-1.24889,-1.21391,-0.996551,-1.05523,-1.00091,-0.816364,-0.817729,-0.623343,-0.316728,-0.294555,-0.11326,0.122714,0.0391401,0.328668,0.378204,0.390487,0.643556,0.668356,0.790879,0.852751,0.939618,1.10239,1.21086,-9416.84
1.09412,1.279,1.18051,1.27605,1.31102,1.50212,1.59574,1.40437,1.29225,1.37746,1.34356,1.20369,1.21299,1.09002,1.12793,1.12411,0.824023,0.710987,0.595322,0.383091,0.260547,0.223331,-0.080321,-0.303718,-0.469832,-0.556286,-0.637848,-0.793388,-0.871264,-0.847137,-0.922994,-1.05703,-1.27534,-1.33417,-1.20053,-1.40918,-1.39906,-1.34031,-1.33807,-1.42895,-1.47654,-1.25516,-1.18051,-1.20775,-1.01952,-1.038,-0.982447,-0.826422,-0.816118,-0.575384,-0.387496,-0.287545,-0.0955917,0.164705,0.0105195,0.308591,0.35106,0.407917,0.633959,0.666163,0.825135,0.860547,1.01464,1.06988,1.09994,-9412.83
1.0894,1.18034,1.39492,1.24642,1.4395,1.56996,1.35951,1.3131,1.4629,1.30831,1.26298,1.25851,1.24731,1.23234,1.08509,0.878663,0.864332,0.733789,0.464496,0.466801,0.288297,-0.0621526,-0.122658,-0.320233,-0.481958,-0.632764,-0.709583,-0.793596,-0.801526,-0.766636,-0.720553,-0.977,-1.1606,-1.25904,-1.17738,-1.22883,-1.33688,-1.42163,-1.31043,-1.2829,-1.3229,-1.34215,-1.38058,-1.20079,-1.16731,-0.994617,-0.849196,-0.878773,-0.664988,-0.531824,-0.392134,-0.189339,-0.101405,-0.10541,0.100655,0.264978,0.289494,0.507219,0.465097,0.688271,0.77377,1.02313,1.12973,1.24811,1.21679,-9420.18
1.08557,1.31357,1.31896,1.52628,1.62089,1.52303,1.34927,1.3229,1.33381,1.38552,1.30915,1.12731,1.22708,1.23801,1.14738,1.02806,0.708956,0.648659,0.51907,0.440264,0.308314,0.112911,0.063371,-0.194384,-0.481288,-0.488428,-0.814682,-0.828545,-0.794644,-0.762998,-0.941701,-0.994619,-1.12501,-1.1173,-1.23277,-1.34327,-1.35415,-1.23816,-1.23904,-1.2631,-1.42689,-1.35595,-1.28925,-1.20347,-1.06536,-1.04721,-1.06264,-0.885385,-0.749145,-0.573906,-0.341382,-0.19104,-0.353197,-0.0893758,0.253607,0.243031,0.300429,0.387462,0.595125,0.624496,0.673917,0.953154,1.03069,1.26833,1.35635,-9419.75
1.08705,1.31384,1.45029,1.43869,1.40358,1.42823,1.46456,1.38226,1.55318,1.44264,1.26951,1.21374,1.195,1.06715,0.933338,0.848623,0.842045,0.75584,0.577177,0.367153,0.354325,0.169576,-0.116086,-0.219801,-0.427806,-0.761353,-0.637448,-0.543046,-0.662831,-0.89276,-0.825582,-1.06554,-1.08481,-1.24961,-1.26143,-1.28065,-1.30365,-1.43199,-1.26611,-1.36322,-1.26785,-1.28033,-1.25805,-1.33296,-1.06465,-1.04488,-1.01978,-0.917569,-0.786468,-0.568484,-0.485159,-0.52364,-0.218155,0.0310535,-0.0601035,0.295404,0.444484,0.522039,0.538018,0.599449,0.826352,0.893283,1.09707,1.07966,1.31534,-9418.48
1.08154,1.22083,1.06435,1.20982,1.51772,1.48847,1.3844,1.37358,1.24033,1.25987,1.36201,1.15975,1.25055,1.17886,1.13245,1.00388,0.786233,0.602271,0.449027,0.461137,0.120397,0.0604665,0.105367,-0.147532,-0.340116,-0.322896,-0.4916,-0.829479,-0.818075,-0.848474,-1.00229,-1.02961,-1.20999,-1.28234,-1.27697,-1.40157,-1.35925,-1.34109,-1.23715,-1.44937,-1.45535,-1.311,-1.31197,-1.0773,-1.09767,-1.06837,-0.968308,-0.748469,-0.789879,-0.69584,-0.45123,-0.17331,-0.140068,-0.0103165,0.16886,0.245085,0.229122,0.351944,0.591488,0.737819,0.681131,0.952539,0.946823,1.07073,1.15295,-9417.84
1.08922,1.27895,1.39931,1.44672,1.35352,1.45695,1.46607,1.38941,1.54483,1.44289,1.29201,1.19182,1.17564,1.12337,0.969912,0.836451,0.721105,0.762098,0.580357,0.275005,0.28481,0.0615834,-0.162082,-0.210379,-0.444367,-0.69182,-0.760883,-0.561223,-0.675941,-0.864026,-0.853773,-1.0799,-1.09702,-1.30771,-1.26676,-1.27526,-1.34342,-1.34685,-1.35643,-1.25893,-1.24347,-1.27163,-1.21964,-1.34567,-1.09599,-1.07178,-1.01534,-1.00646,-0.753588,-0.521461,-0.394104,-0.420105,-0.133321,0.0129382,0.0373021,0.266092,0.456663,0.563438,0.518692,0.565886,0.890573,0.843223,1.11089,1.1485,1.31317,-9419.62
1.07937,1.30417,1.2017,1.22868,1.52359,1.52696,1.45881,1.45064,1.30671,1.33865,1.34079,1.24455,1.24549,1.16988,1.18474,1.01914,0.864173,0.702783,0.534442,0.481701,0.20987,0.180692,0.102598,-0.287162,-0.488552,-0.481756,-0.571861,-0.885398,-0.887675,-0.836354,-0.936822,-0.905045,-1.15061,-1.16996,-1.23719,-1.36505,-1.27782,-1.30925,-1.30274,-1.48023,-1.48963,-1.3196,-1.25423,-0.975839,-1.00762,-0.989272,-0.942796,-0.733469,-0.805861,-0.741465,-0.577392,-0.222245,-0.184105,-0.049638,0.0759748,0.22413,0.285492,0.427013,0.582253,0.74545,0.741804,1.03461,0.977533,1.11978,1.39945,-9416.01
1.0834,1.32955,1.30541,1.38877,1.41002,1.56322,1.44394,1.51386,1.25053,1.23827,1.25249,1.25733,1.24278,1.22611,1.08024,1.03644,0.963661,0.778786,0.538906,0.31875,0.30605,0.146159,0.112083,-0.220149,-0.535301,-0.589088,-0.666621,-0.750905,-0.908904,-0.832894,-0.894784,-0.952235,-1.06415,-1.21672,-1.2314,-1.20644,-1.37633,-1.32163,-1.24401,-1.37705,-1.37416,-1.38184,-1.32454,-0.998377,-1.03925,-1.15578,-1.0535,-0.882959,-0.673943,-0.6484,-0.555216,-0.424783,-0.154344,0.0490586,0.0656421,0.208847,0.187188,0.490599,0.542024,0.695125,0.785189,0.896937,0.983028,1.16699,1.48065,-9415.8
1.08752,1.28539,1.38612,1.43776,1.54866,1.53355,1.41642,1.36933,1.32784,1.31577,1.31265,1.18536,1.26389,1.05412,1.03017,0.944924,0.632858,0.669717,0.588356,0.415599,0.226175,0.0160371,0.0249315,-0.222576,-0.450499,-0.491742,-0.667447,-0.747008,-0.823342,-1.02014,-0.980648,-0.906797,-1.12924,-1.03652,-1.31576,-1.30244,-1.17721,-1.13083,-1.28647,-1.40913,-1.48625,-1.24188,-1.14307,-1.34645,-0.964466,-1.04827,-1.21306,-0.891662,-0.80805,-0.749019,-0.609389,-0.405471,-0.189225,-0.119856,0.0889811,0.257834,0.368593,0.350181,0.330371,0.462573,0.774004,0.751738,0.901121,1.17895,1.34838,-9431.33
1.07062,1.34987,1.36634,1.38578,1.34973,1.47293,1.45523,1.4996,1.46366,1.18838,1.2716,1.20096,1.22655,1.24234,1.13801,0.954781,0.767686,0.6274,0.442924,0.428687,0.291939,0.177447,0.0445763,-0.199763,-0.331715,-0.601196,-0.512492,-0.567936,-0.73298,-0.979286,-0.967309,-1.05888,-1.05895,-1.31869,-1.24147,-1.24228,-1.20977,-1.26796,-1.33657,-1.30267,-1.34907,-1.31147,-1.24409,-1.09679,-1.0234,-1.18621,-0.93831,-0.826066,-0.876916,-0.745991,-0.594579,-0.405126,-0.272885,-0.0248601,0.111735,0.36376,0.42508,0.421084,0.453188,0.612552,0.679448,0.96431,1.1329,1.14768,1.06602,-9415.72
1.10224,1.19815,1.33848,1.37002,1.5349,1.44402,1.38503,1.37507,1.24186,1.42782,1.1972,1.13052,1.24366,1.11983,1.04062,0.810721,0.742296,0.734679,0.495895,0.33353,0.304283,0.190914,0.0453706,-0.129536,-0.412512,-0.396325,-0.560057,-0.581493,-0.718994,-0.936914,-0.98515,-1.05523,-1.21093,-1.21622,-1.30759,-1.35472,-1.45773,-1.29178,-1.23203,-1.32982,-1.37459,-1.261,-1.28483,-1.20568,-1.18646,-0.98758,-0.812047,-0.825248,-0.763129,-0.690768,-0.458981,-0.346184,-0.24047,-0.0301364,0.111968,0.252604,0.263203,0.379794,0.64826,0.824868,0.884478,0.904867,0.903837,1.07714,1.56277,-9412.97
1.08666,1.21699,1.2036,1.32661,1.58668,1.40131,1.38697,1.4763,1.35244,1.25195,1.26602,1.1217,1.20185,1.11136,1.06176,0.918987,0.657429,0.746696,0.649344,0.378854,0.314388,0.200773,0.0400463,-0.161169,-0.402179,-0.607265,-0.486965,-0.660908,-0.714369,-0.839013,-0.949998,-1.04168,-1.0819,-1.3353,-1.27021,-1.2592,-1.29715,-1.31967,-1.20587,-1.44164,-1.45089,-1.20689,-1.15972,-1.24656,-1.10693,-1.0583,-0.878211,-0.962534,-0.870787,-0.741791,-0.363334,-0.338225,-0.198177,0.0287443,0.0224754,0.221776,0.313924,0.390288,0.62924,0.669911,0.837666,0.824808,0.922964,1.02918,1.44774,-9412.23
1.08154,1.05714,1.25456,1.18173,1.38359,1.46203,1.49186,1.32406,1.34934,1.45421,1.26839,1.24958,1.10251,1.09934,1.01087,0.913539,0.938275,0.65266,0.532219,0.367124,0.257614,0.0561751,0.00337158,-0.166623,-0.267049,-0.394022,-0.648006,-0.663805,-0.82435,-0.88473,-0.933061,-1.08988,-1.16696,-1.24349,-1.22981,-1.39428,-1.36554,-1.28365,-1.38516,-1.16823,-1.39071,-1.37672,-1.39058,-1.23639,-1.08904,-1.1056,-1.10832,-0.733823,-0.676973,-0.514215,-0.559554,-0.29053,-0.162458,-0.0864623,0.118615,0.27177,0.339314,0.519925,0.547416,0.62361,0.795444,0.911391,1.05022,1.1776,0.861762,-9414.31
1.08614,1.07393,1.03958,1.22254,1.38853,1.4345,1.48565,1.39495,1.50637,1.50318,1.40416,1.23039,1.21147,1.03594,1.13059,1.03591,0.90107,0.773107,0.548852,0.166987,0.197847,0.104836,0.0660912,-0.127679,-0.371541,-0.542235,-0.637823,-0.766299,-0.93127,-0.978778,-0.888722,-1.06969,-1.24932,-1.37668,-1.22249,-1.25469,-1.38976,-1.38998,-1.27313,-1.44543,-1.385,-1.21792,-1.25249,-1.32299,-1.30622,-1.23416,-1.02033,-0.900235,-0.735967,-0.655072,-0.503324,-0.279268,-0.223503,-0.0328122,0.108073,0.36344,0.364454,0.475476,0.522024,0.50059,0.691743,0.989552,1.01042,1.06159,1.05034,-9417.48
